RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,StateCode,TaxType,Zone,TaxDist,Legal,Acreage,GPIN
1001,060001844,2434,ARLINGTON BLVD,D2,1.0 Residential (Urban),Taxable,R-3,,UNIT D2 ARLINGTON COURT CONDO,0,1570
1002,060001845,2434,ARLINGTON BLVD,D3,1.0 Residential (Urban),Taxable,R-3,,UNIT D3 ARLINGTON COURT CONDO,0,1570
1003,060001846,2434,ARLINGTON BLVD,D4,1.0 Residential (Urban),Taxable,R-3,,UNIT D4 ARLINGTON COURT CONDO,0,1570
1004,060001847,2434,ARLINGTON BLVD,D5,1.0 Residential (Urban),Taxable,R-3,,UNIT D5 ARLINGTON COURT CONDO,0,1570
1005,060001848,2434,ARLINGTON BLVD,D6,1.0 Residential (Urban),Taxable,R-3,,UNIT D6 ARLINGTON COURT CONDO,0,1570
1006,060001900,2401,ARLINGTON BLVD,,3.0 Multi-Family,Taxable,R-3,,PT LOT C-4,2.017,1506
1007,060001B00,1924,ARLINGTON BLVD,,4.0 Commercial & Industrial,Taxable,URB,,LOT 1-B,0.886,1827
1008,060001C00,801,EMMET ST N,,4.0 Commercial & Industrial,Taxable,URB,,LOT 1C,0.607,1958
1009,060001D00,1910,ARLINGTON BLVD,,4.0 Commercial & Industrial,Taxable,URB,,RESIDUAL AREA,0.416,1912
1010,060002000,0,EMMET ST N,,7.6 Exempt Educational,Exempt,ES,,4.456 ACRES MASSIE PROPERTY,4.369,1814
1011,060003000,817,FENDALL TER,,1.0 Residential (Urban),Taxable,R-1U,,"LOTS 10,11 & 12 BK 6 RUGBY",0,1905
1012,060003100,0,FENDALL TER,,1.0 Residential (Urban),Taxable,R-1U,,RESERVE STRIP BK 6 RUGBY,0.07,1756
1013,060004000,813,FENDALL TER,,1.0 Residential (Urban),Taxable,R-1U,,LOT 9 & PT 8 BK 6 RUGBY,0,1956
1014,060005000,1872,WINSTON RD,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 14 & 15 BK 4 RUGBY,0,2011
1015,060006000,1866,WINSTON RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 16 & PT 17 BK 4 RUGBY,0,2034
1016,060007000,1864,WINSTON RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 18 & PT 17 BK 4 RUGBY,0,2062
1017,060008000,1860,WINSTON RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 19 & PT 20&21 BK 4 RUGBY,0,2084
1018,060009000,1856,WINSTON RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT A BK 4 RUGBY,0,2122
1019,060010000,1852,WINSTON RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT B BK 4 RUGBY,0.278,2141
1020,060011000,1848,WINSTON RD,,1.0 Residential (Urban),Taxable,R-1U,,"LOT 25,PT 24 & 26 RUGBY",0.344,2173
1021,060012000,1844,WINSTON RD,,1.0 Residential (Urban),Taxable,R-1U,,"LOTS 27,28 & PT 26 BK 4 RUGBY",0,2204
1022,060013000,1840,WINSTON RD,,1.0 Residential (Urban),Taxable,R-1U,,PT LOTS 29 & 30 BK 4 RUGBY,0,2250
1023,060014000,809,WINSTON TER,,1.0 Residential (Urban),Taxable,R-1U,,LOT 31 & PT 30 BK 4 RUGBY,0.302,2275
1024,060015000,1837,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 33 & 34 BK 4 RUGBY,0.39,2315
1025,060015100,1833,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOT 32 BK 4 RUGBY,0.258,2357
1026,060016000,1841,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 35 & 36 BK 4 RUGBY,0.344,2282
1027,060017000,1845,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 12 & 13 BK 4 RUGBY,0.344,2249
1028,060018000,1853,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,"LOTS 8,9 & PT 7,20-23 BK 4 RUG",0.597,2150
1029,060018100,1849,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 10 & 11 BK 4 RUGBY,0.344,2216
1030,060019000,1859,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOT 6 & PT 5 & 7 BK 4 RUGBY,0.284,2139
1031,060020000,1863,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOT 4 & PT 5 BK 4 RUGBY,0.25,2112
1032,060021000,1865,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOT B BK 4 RUGBY,0,2092
1033,060022000,810,FENDALL TER,,1.0 Residential (Urban),Taxable,R-1U,,LOT A BK 4 RUGBY,0,2070
1034,060023000,811,FENDALL TER,,1.0 Residential (Urban),Taxable,R-1U,,"LOTS 6,7 & PT 8 BK 6 RUGBY",0,1986
1035,060024000,803,FENDALL TER,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 2-3 & PT 1 BK 6 RUGBY,0.537,2094
1036,060024A00,805,FENDALL TER,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 4 & 5 BK 6 RUGBY,0.435,2041
1037,060025000,1912,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,"LOTS 17,18,PARCEL X BK3 RUGBY",0,2161
1038,060026000,1907,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 15 & 16 BK 3 RUGBY,0,2187
1039,060027000,1905,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOT 14 & PT 13 & STR BK 3 RUGB,0,2221
1040,060028000,1902,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,"LOT 12,PT 11&13 BK 3 RUGBY",0.347,2248
1041,060029000,1850,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOT 10 & PT 11 BK 3 RUGBY,0,2280
1042,060030000,1848,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 8 & 9 BK 3 RUGBY,0,2316
1043,060031000,1844,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOT 7 & PT 6 BK 3 RUGBY,0.293,2351
1044,060032000,1840,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOT 5 & PT 6 BK 3 RUGBY,0.293,2372
1045,060033000,1838,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 3 & 4 BK 3 RUGBY,0,2407
1046,060034000,1834,FENDALL AVE,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 1 & 2 BK 3 RUGBY,0,2447
1047,060035000,1827,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 17 BK 3 EDGEWOOD LANE,0.294,2584
1048,060036000,1872,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 18 EDGEWOOD LANE,0,2540
1049,060037000,1839,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 19 BK 3 EDGEWOOD LANE,0,2495
1050,060038000,1843,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 20 BK 3 EDGEWOOD LANE,0,2453
1051,060039000,1847,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 21 EDGEWOOD LANE,0,2416
1052,060040000,1900,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 22 BK 3 EDGEWOOD LANE,0,2332
1053,060042000,1868,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 1 & PT 1 BK 6 EDGEWOOD LA,1.037,2152
1054,060043000,1879,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT,0,2234
1055,060044000,1864,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 2 & PT 3 EDGEWOOD LANE,0.308,2277
1056,060044100,1875,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT,0.262,2333
1057,060045000,1862,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,PT LOT 3 EDGEWOOD LANE,0,2311
1058,060046000,1856,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 4 & PT 5 EDGEWOOD LANE,0,2342
1059,060047000,1852,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 5A & 6B EDGEWOOD LANE,0.359,2425
1060,060048000,1844,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 6A & 7A EDGEWOOD LANE,0,2533
1061,060049000,1840,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 8 EDGEWOOD LANE,0.296,2577
1062,060050000,1873,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 9 EDGEWOOD LANE,0,2624
1063,060051000,1853,EDGEWOOD LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 10 EDGEWOOD LANE,0,2676
1064,060052000,1827,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT 2 WAYSIDE PLACE,0,2801
1065,060053000,1829,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT 4 WAYSIDE PLACE,0.264,2739
1066,060054000,1841,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT 6 WAYSIDE PLACE,0,2682
1067,060055000,1845,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,PT LOT 8 WAYSIDE PLACE,0.264,2622
1068,060056000,1851,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,PT LOTS 8 & 10 SEC 6,0,2538
1069,060057000,1859,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT 12 & PT 10 WAYSIDE PLACE,0.311,2470
1070,060058000,1863,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT 14 WAYSIDE PLACE,0,2432
1071,060059000,1871,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT 16 WAYSIDE PLACE,0,2378
1072,060060000,1874,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT C & LOT WAYSIDE PLACE,0,2362
1073,060061000,1870,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,01,LOT 45 WAYSIDE PLACE,0.278,2452
1074,060062000,1864,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT 15 WAYSIDE PLACE,0,2514
1075,060063000,1852,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOTS A & B WAYSIDE PLACE,0,2561
1076,060064000,1832,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT 7 & PT 9 WAYSIDE PLACE,0,2703
1077,060065000,1828,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,01,LOT 5 WAYSIDE PLACE,0,2822
1078,060066000,1826,WAYSIDE PL,,1.0 Residential (Urban),Taxable,R-1U,,LOT 3 WAYSIDE PLACE,0.264,2876
1079,060067000,17,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,LOT 32 UNIVERSITY PLACE,0.414,2968
1080,060068000,1831,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,LOT 31 UNIVERSITY PLACE,0.328,2896
1081,060069000,1835,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,LOTS 29 & 30 UNIVERSITY PLACE,0.657,2792
1082,060070000,1841,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,LOT 28 UNIVERSITY PLACE,0.657,2665
1083,060071000,21,UNIVERSITY CIR,,7.6 Exempt Educational,Exempt,R-1UH,,LOT 27 UNIVERSITY PLACE,0,2664
1084,060072000,0,UNIVERSITY CIR,,7.6 Exempt Educational,Exempt,R-1U,,LOT 45 UNIVERSITY PLACE,1.133,2473
1085,060073000,83-136,UNIVERSITY GARDENS,,7.6 Exempt Educational,Exempt,ES,,LOTS 8-11 & STRIP,2.947,2258
1086,060074000,400,EMMET ST N,,4.0 Commercial & Industrial,Taxable,URB,,PT 1.553 ACRES,1.553,2718
1087,060074100,0,EMMET ST N,,7.6 Exempt Educational,Exempt,ES,,60 FT FRONT,0.363,2668
1088,060075000,380,EMMET ST N,,4.0 Commercial & Industrial,Taxable,URB,,LOT 14,0.696,2900
1089,060076000,26,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,LOT 26 UNIVERSITY PLACE,0.578,2678
1090,060077000,25,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,LOT 25 UNIVERSITY PLACE,0.276,2859
1091,060078000,27,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,LOT 24 UNIVERSITY PLACE,0.342,2945
1092,060079000,29,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,LOT 1 UNIVERSITY PLACE,0.371,3037
1093,060080000,31,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,LOT 2 UNIVERSITY PLACE,0.335,3096
1094,060081000,33,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,LOT 3 UNIVERSITY PLACE,0.412,3161
1095,060082000,35,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,LOT 4 & PT 5 UNIVERSITY PLACE,0.436,3242
1096,060084000,37,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,PT LOT 5 UNIVERSITY PLACE,0.168,3322
1097,060085100,39,UNIVERSITY CIR,1,1.0 Residential (Urban),Taxable,R-1UH,,UNIT 1 MIRAMONT CONDO,0,3346
1098,060085200,39,UNIVERSITY CIR,2,1.0 Residential (Urban),Taxable,R-1UH,,UNIT 2 MIRAMONT CONDO,0,3346
1099,060085300,39,UNIVERSITY CIR,3,1.0 Residential (Urban),Taxable,R-1UH,,UNIT 3 MIRAMONT CONDO,0,3346
1100,060085400,39,UNIVERSITY CIR,4,1.0 Residential (Urban),Taxable,R-1UH,,UNIT 4 MIRAMONT CONDO,0,3346
1101,060085500,39,UNIVERSITY CIR,5,1.0 Residential (Urban),Taxable,R-1UH,,UNIT 5 MIRAMONT CONDO,0,3346
1102,060085600,39,UNIVERSITY CIR,6,1.0 Residential (Urban),Taxable,R-1UH,,UNIT 6 MIRAMONT CONDO,0,3346
1103,060086000,41,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,LOT 7 UNIVERSITY PLACE,0.337,3410
1104,060087000,1885,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,LOT 8A UNIVERSITY WAY,0.308,3471
1105,060087A00,1883,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,LOT 8B UNIVERSITY WAY,0.202,15080
1106,060088000,44,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,LOT 1 UNIVERSITY PLACE,0.197,3390
1107,060089000,1880,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,LOT 2 UNIVERSITY PLACE,0.138,3355
1108,060090000,40,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,"LOTS 3,4 & PT 10 UNIVERSITY",0.385,3254
1109,060091000,38,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,PT LOT 11 UNIVERSITY PLACE,0.246,3201
1110,060092000,36,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,LOT 12 & PT 11 UNIVERSITY PL,0.338,3132
1111,060093000,34,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,LOT 13 UNIVERSITY PLACE,0.303,3061
1112,060094000,32,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,LOT 14 UNIVERSITY PLACE,0.308,2991
1113,060095000,30,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,LOT 15 UNIVERSITY PLACE,0.377,2895
1114,060096000,1836,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,LOT B UNIVERSITY PLACE,0.213,2934
1115,060096100,20,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,LOT A UNIVERSITY PLACE,0.44,2867
1116,060097000,1824,UNIVERSITY CIR,,7.6 Exempt Educational,Exempt,R-1UH,,"LOTS 19,22,PT 18&23 UN PL",0,3029
1117,060097100,1832,UNIVERSITY CIR,,1.0 Residential (Urban),Taxable,R-1UH,,PT LOT 18 UNIVERSITY PLACE,0.244,2977
1118,060098000,14,UNIVERSITY CIR,,3.0 Multi-Family,Taxable,R-1UH,,PT LOTS 9 & 23 UNIVERSITY PL,0.369,3247
1119,070001000,2121,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOT,1.442,2813
1120,070001100,2119,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOT,0.466,2883
1121,070001101,2132,IVY RD,,7.6 Exempt Educational,Exempt,R-1U,,21.02 ACRES & PARCEL Z-1,21.02,2779
1122,070001110,0,IVY RD,,1.0 Residential (Urban),Taxable,R-1U,,PARCEL Y-1,0.036,2803
1123,070001200,2117,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,"PARCELS X-1,X-2 & F-4",1.02,2924
1124,070001300,2123-25,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOTS A2 & B COPELEY,1.336,2722
1125,070001400,13,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOT 13 & A1 UNIV SHOPPING CTR,0.149,2716
1126,070001500,12,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOT 12,0.0714,2713
1127,070001600,10-11,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOTS 10 & 11 UNIV SHOP CEN,0.1336,2700
1128,070001700,9,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOT 9 UNIV SHOPPING CEN,0.0637,2695
1129,070001800,8,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOT 8 UNIV SHOPPING CENTER,0.062,2690
1130,070001900,0,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,"LOTS 4,5,6&7 UNIV SHOP CEN",0.223,2606
1131,0700019A0,2175,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOT 1A UNIV SHOP CEN,0.31,14692
1132,0700019B0,0,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOT 1B UNIV SHOP CEN,0.25,14691
1133,070002000,2033,IVY RD,,7.6 Exempt Educational,Exempt,URB,,LOT 1 SEC 1 UNIVERSITY ACRES,0.667,3140
1134,070002100,2025-29,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOT 2 SEC 1 UNIV ACRES,0.7918,3218
1135,070002200,2023,IVY RD,,4.0 Commercial & Industrial,Taxable,URB,,LOT 3 SEC 1 UNIV ACRES,0.4855,3288
1136,0700022L0,2023,IVY RD,,7.6 Exempt Educational,Exempt,URB,,LOT 3 SEC 1 UNIV ACRES,0,3288
1137,070002300,2015,IVY RD,,7.6 Exempt Educational,Exempt,URB,,LOT 4 UNIVERSITY ACRES,1.581,3183
1138,070002401,2021,IVY RD,,3.0 Multi-Family,Taxable,URB,,UNIV FORUM APTS,2.21,2972
1139,07000240A,2021,IVY RD,,7.6 Exempt Educational,Exempt,URB,,UNIV FORUM APTS (NON-TAX),0,2972
1140,070003000,2120,IVY RD,,4.0 Commercial & Industrial,Taxable,B-1,,LOT X2C MERRYDEN,0.228,3034
1141,070003100,2101,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 1 BK B MERRYDEN,0.281,3314
1142,070003101,100,ALDERMAN RD,,7.7 Exempt Religious,Exempt,R-1U,,LOT MERRYDEN,1.524,3328
1143,070003110,2108,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 8 BK A MERRYDEN,0.289,3374
1144,070003120,2112,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 7 BK A MERRYDEN,0.275,3407
1145,070003130,2114,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 6 BK A MERRYDEN,0.275,3459
1146,070003140,2116,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 5 BK A MERRYDEN,0.305,3506
1147,070003150,117,ALDERMAN RD,,7.7 Exempt Religious,Exempt,R-1U,,LOT 4 BK A MERRYDEN,0.302,3560
1148,070003160,115,ALDERMAN RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 3 BK A MERRYDEN,0.33,3512
1149,070003170,113,ALDERMAN RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 2 BK A MERRYDEN,0.34,3458
1150,070003180,111,ALDERMAN RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 1 & PARCEL X BK A MERRYDEN,0.327,3405
1151,070003190,2110,IVY RD,,4.0 Commercial & Industrial,Taxable,B-1,,LOT X2A MERRYDEN,0.315,3151
1152,070003200,2117,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 9 BK B MERRYDEN,0.298,3418
1153,070003201,2100,IVY RD,,4.0 Commercial & Industrial,Taxable,B-1,,LOT XI MERRYDEN,0.475,3199
1154,070003210,2114,IVY RD,,3.0 Multi-Family,Taxable,B-1,,LOT X2B,0.384,3087
1155,070003300,2115,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 8 BK B MERRYDEN,0.242,3363
1156,070003400,2113,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 7 BK B MERRYDEN,0.242,3308
1157,070003500,2111,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 6 BK B MERRYDEN,0.247,3267
1158,070003600,2109,MORRIS RD,,3.0 Multi-Family,Taxable,R-1U,,LOT 5 BK B MERRYDEN,0.378,3155
1159,070003700,2107,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 4 BK B MERRYDEN,0.465,3128
1160,070003800,2105,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 3 BK B MERRYDEN,0.301,3205
1161,070003900,2103,MORRIS RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 2 BK B MERRYDEN,0.303,3281
1162,070004000,2100,TWYMAN RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 30 MERRYDEN,0.378,3640
1163,070005000,2104,TWYMAN RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 29 MERRYDEN,0.378,3605
1164,070006000,2108,TWYMAN RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 28 MERRYDEN,0.378,3579
1165,070007000,2112,TWYMAN RD,,7.7 Exempt Religious,Exempt,R-1U,,LOT 27 MERRYDEN,0.397,3543
1166,070008000,2116,TWYMAN RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 26 MERRYDEN,0.378,3507
1167,070009000,2115,MINOR RD,,7.7 Exempt Religious,Exempt,R-1U,,LOT 25 MERRYDEN,0.375,3570
1168,070010000,2111,MINOR RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 24 MERRYDEN,0.383,3628
1169,070011000,2107,MINOR RD,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 22 & 23 MERRYDEN,0.838,3651
1170,070012000,211,ALDERMAN RD,,3.0 Multi-Family,Taxable,R-1U,,LOT 21 MERRYDEN,0.392,3726
1171,070013000,118,ALDERMAN RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 39 MERRYDEN,0.312,3614
1172,070014000,200,ALDERMAN RD,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 38A & 38B MERRYDEN,0.599,3669
1173,070015000,206,ALDERMAN RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 37 MERRYDEN,0.444,3759
1174,070016000,212,ALDERMAN RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 36 MERRYDEN,0.289,3851
1175,070017000,2027,MINOR RD,,3.0 Multi-Family,Taxable,R-1U,,LOT 11 & PT 10 UNIVERSITY PARK,0.48,3873
1176,070018000,120,MINOR RD,,1.0 Residential (Urban),Taxable,R-1U,,PT LOTS 9 & 10,0.241,3920
1177,070019000,145,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 8 & PT 9,0.301,3957
1178,070020000,135,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,PT LOT 15 IVY TERRACE,0.813,3731
1179,070021000,133,BOLLINGWOOD RD,,3.0 Multi-Family,Taxable,R-1U,,PT LOT 15 IVY TERRACE,0.823,3655
1180,070022000,123,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1UH,,LOT 14 & PT 13B IVY TERRACE,0.942,3564
1181,070023000,117,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,PT LOT 13B IVY TERRACE,0.529,3513
1182,070024000,115,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 13A IVY TERRACE,0.607,3462
1183,070025000,2019,IVY RD,,3.0 Multi-Family,Taxable,R-1U,,LOT 12 IVY TERRACE,0.427,3337
1184,070026000,0,IVY RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 11 IVY TERRACE,0.408,3380
1185,070027000,2001,IVY RD,,1.0 Residential (Urban),Taxable,R-1U,,PT LOT 3 IVY TERRACE,0.48,3426
1186,070028000,107,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,LOTS 2 & 3A IVY TERRACE,0.329,3466
1187,070029000,101,BOLLINGWOOD RD,,3.0 Multi-Family,Taxable,R-1U,,LOT 1 IVY TERRACE,0.29,3497
1188,070030000,104,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 8 IVY TERRACE,0.305,3601
1189,070031000,108,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 7 IVY TERRACE,0.437,3603
1190,070032000,114,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 1 IVY TERRACE,0.363,3612
1191,070033000,120,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,01,LOT 5 IVY TERRACE,0.379,3656
1192,070034000,122,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 4 IVY TERRACE,0.317,3708
1193,070034100,126,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,PT LOT 3 IVY TERRACE,0.321,3753
1194,070035000,132,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 2 & STRIP IVY TERRACE,0.427,3803
1195,070036000,134,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 1 IVY TERRACE,0.398,3834
1196,070037000,142,BOLLINGWOOD RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 7 UNIVERSITY PARK,0.19,4000
1197,070038000,112,MINOR RD,,3.0 Multi-Family,Taxable,R-1U,,LOT 6B UNIVERSITY PARK,0.09,4082
1198,070039000,110,MINOR RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 6A UNIVERSITY PARK,0.091,4084
1199,070040000,106,MINOR RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 5 UNIVERSITY PARK,0.213,3997
1200,070041000,0,MINOR RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 4 UNIVERSITY PARK,0.22,3987
1201,070042000,102,MINOR RD,,1.0 Residential (Urban),Taxable,R-1U,,LOT 3 UNIVERSITY PARK,0.228,3982
1202,070043000,131,CAMERON LN,,3.0 Multi-Family,Taxable,R-1U,,LOT 2 UNIVERSITY PARK,0.236,4071
1203,070044000,125,CAMERON LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT 1 UNIVERSITY PARK,0.29,3977
1204,070045000,123,CAMERON LN,,1.0 Residential (Urban),Taxable,R-1U,,LOT IVY TERRACE,0.506,3870
