RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
1001,060044100,1875,WAYSIDE PL,,Single Family,2 Story,A,Shingles,Hardwood,Forced Air,4,1962,8,4,1,3,0,1130,,Full Basement,Brick Veneer,2.00,2591
1002,060045000,1862,EDGEWOOD LN,,Single Family,1.5 Story,A,Asbestos,Hardwood,Hot Water Radiator,1,1935,9,3,0,2,0,1045,0,Partial Basement,Brick Veneer,1.50,2748
1003,060046000,1856,EDGEWOOD LN,,Single Family,1.5 Story,A,Shingles,Hardwood,Hot Water Radiator,2,1935,8,3,1,4,0,575,0,Partial Basement,Brick Veneer,1.50,2864
1004,060047000,1852,EDGEWOOD LN,,Single Family,1.5 Story,A,Architectural Shingles,Hardwood,Hot Water Radiator,2,1952,8,4,0,3,0,1006,706,Full Basement,Brick Veneer,1.75,1872
1005,060048000,1844,EDGEWOOD LN,,Single Family,1 Story,A,Shingles,Other,Heat Pump,1,1964,10,4,1,3,0,1332,680,Partial Basement,Brick Veneer,1.00,2103
1006,060049000,1840,EDGEWOOD LN,,Single Family,1 Sty w/ Bsmt,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1950,8,3,0,2,1,480,,Partial Basement,Wood,1.00,1648
1007,060050000,1873,EDGEWOOD LN,,Single Family,2 Story,A,Slate,Hardwood,Hot Water Radiator,1,1935,7,3,2,2,0,950,,Partial Basement,Brick Veneer,2.00,2182
1008,060051000,1853,EDGEWOOD LN,,Single Family,1.5 Story,A,Shingles,Hardwood,Hot Water Radiator,1,1935,8,3,0,2,1,832,0,Partial Basement,Wood,1.50,2096
1009,060052000,1827,WAYSIDE PL,,Single Family,2 Story,A,Shingles,Other,Hot Water Radiator,1,1926,7,3,0,2,0,885,0,Partial Basement,Brick Veneer,2.00,2348
1010,060053000,1829,WAYSIDE PL,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1947,9,3,0,3,1,728,364,Partial Basement,Brick Veneer,1.00,2262
1011,060054000,1841,WAYSIDE PL,,Single Family,2 Story,A,Shingles,Hardwood,Heat Pump,2,1910,10,4,0,4,0,1306,1306,Full Basement,Wood Shingle,2.00,2244
1012,060055000,1845,WAYSIDE PL,,Single Family,2 Story,B++,Metal,Hardwood,Hot Water Radiator,1,1938,8,6,1,5,0,768,,Partial Basement,Stone,2.0,3158
1013,060056000,1851,WAYSIDE PL,,Single Family,2 Story,A,Shingles,Hardwood,Hot Water Radiator,3,1955,9,4,1,3,0,763,0,Partial Basement,Brick Veneer,2.00,3105
1014,060057000,1859,WAYSIDE PL,,Single Family-1 Conversion,2 Story,A -,Metal,Hardwood,Heat Pump,2,1940,7,3,1,2,0,1188,856,Full Basement,Stucco,2.00,3808
1015,060058000,1863,WAYSIDE PL,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1950,6,3,1,1,0,1469,,Full Basement,Brick Veneer,1.00,1469
1016,060059000,1871,WAYSIDE PL,,Single Family,1 Story,A,Shingles,Other,Heat Pump,1,1948,7,3,1,2,0,0,0,Partial Basement,Brick Veneer,1.00,2170
1017,060060000,1874,WAYSIDE PL,,Single Family,2 Story,A,Slate,Hardwood,Hot Water Radiator,1,1941,9,3,1,3,1,1104,280,Partial Basement,Brick Veneer,2.00,2787
1018,060061000,1870,WAYSIDE PL,,Single Family,2 Story,A -,Architectural Shingles,Hardwood,Heat Pump,1,1951,11,5,1,3,0,1450,1185,Full Basement,Brick Veneer,2.00,2505
1019,060062000,1864,WAYSIDE PL,,Single Family,1 Story,A -,Architectural Shingles,Hardwood,Hot Water Radiator,2,1951,10,4,No dat,3,2,1650,1109,Partial Basement,Brick Veneer,1.00,1938
1020,060063000,1852,WAYSIDE PL,,Single Family,2 Story,A,Slate,Other,Hot Water Radiator,2,1926,12,5,1,3,0,999,779,Full Basement,Stone,2.00,3997
1021,060064000,1832,WAYSIDE PL,,Single Family,2 Story,A,Slate,Hardwood,Hot Water Radiator,2,1956,9,4,1,3,0,957,406,Partial Basement,Brick Veneer,2.00,3996
1022,060065000,1828,WAYSIDE PL,,Single Family,2 Story,A,Shingles,Hardwood,Hot Water Radiator,2,1925,13,5,1,3,0,1136,0,Partial Basement,Brick Veneer,2.00,3596
1023,060066000,1826,WAYSIDE PL,,Single Family,2 Story,A,Architectural Shingles,Hardwood,Hot Water Radiator,1,1910,7,3,1,2,0,1107,,Full Basement,Cedar,2.00,2277
1024,060067000,17,UNIVERSITY CIR,,Single Family,1.5 Story,A +,Copper,Hardwood,Forced Air,3,1900,16,5,1,4,0,1384,1300,Partial Basement,Wood,1.50,3996
1025,060068000,1831,UNIVERSITY CIR,,Single Family,2 Story,A,Shakes,Hardwood,Heat Pump,2,1987,9,4,1,3,0,0,0,No Basement,Brick Veneer,2.00,3594
1026,060069000,1835,UNIVERSITY CIR,,Single Family,2.5 Story,A,Slate,Hardwood,Hot Water Radiator,7,1922,12,5,1,4,0,388,,Cellar,Brick/Masonry,2.5,4438
1027,060070000,1841,UNIVERSITY CIR,,Single Family,2 Story,A,Tile,Hardwood,Hot Water Radiator,3,1910,13,6,1,4,0,1395,460,Partial Basement,Wood,2.00,4091
1028,060071000,21,UNIVERSITY CIR,,Office,2 Story,A,Shingles,None,Hot Water Radiator,8,1914,9,5,1,4,0,1606,934,Partial Basement,Brick Veneer,2.00,3700
1029,060072000,0,UNIVERSITY CIR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1030,060074100,0,EMMET ST N,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1031,060075000,380,EMMET ST N,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1032,060076000,26,UNIVERSITY CIR,,Single Family-2 Conversion,1 Story,B,Shingles,None,Heat Pump,0,1970,11,5,0,4,0,1564,1041,Full Basement,Brick Veneer,1.00,1564
1033,060077000,25,UNIVERSITY CIR,,Single Family-1 Conversion,2 Story,A,Shingles,Hardwood,Hot Water Radiator,1,1922,9,5,1,3,0,1279,641,Full Basement,Brick Veneer,2.00,2558
1034,060079000,29,UNIVERSITY CIR,,Single Family-1 Conversion,2 Story,B +,Metal,Hardwood,Hot Water Radiator,1,1914,16,6,1,4,0,1236,876,Partial Basement,Stucco,2.00,3410
1035,060080000,31,UNIVERSITY CIR,,Single Family,2 Story,A,Slate,Hardwood,Hot Water Radiator,1,1928,10,4,0,4,0,1600,800,Full Basement,Brick Veneer,2.00,3200
1036,060082000,35,UNIVERSITY CIR,,Single Family,1 Story,A,Slate,Sub Floor,Heat Pump,2,1961,9,4,1,3,0,2136,2029,Full Basement,Brick Veneer,1.00,2136
1037,060085100,39,UNIVERSITY CIR,1,Condominium,1 Story,A,Metal,Hardwood,Heat Pump,1,1916,5,2,0,2,,0,0,Partial Basement,Brick Veneer,1.00,1731
1038,060085200,39,UNIVERSITY CIR,2,Condominium,1 Story,A,Metal,Hardwood,Heat Pump,1,1916,5,2,0,2,,0,0,Partial Basement,Brick Veneer,1.00,1731
1039,060085300,39,UNIVERSITY CIR,3,Condominium,1 Story,A,Metal,Hardwood,Heat Pump,1,1916,6,2,0,2,,0,0,Partial Basement,Brick Veneer,1.00,1731
1040,060085400,39,UNIVERSITY CIR,4,Condominium,1 Story,A,Metal,Hardwood,Heat Pump,1,1916,5,2,0,2,,0,0,Partial Basement,Brick Veneer,1.00,1731
1041,060085500,39,UNIVERSITY CIR,5,Condominium,1 Story,A -,Metal,Hardwood,Heat Pump,1,1916,5,2,0,2,,0,0,Partial Basement,Brick Veneer,1.00,1731
1042,060085600,39,UNIVERSITY CIR,6,Condominium,1 Story,A -,Metal,Hardwood,Heat Pump,1,1916,5,2,0,2,,0,0,Partial Basement,Brick Veneer,1.00,1731
1043,060089000,1880,UNIVERSITY CIR,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,1957,6,3,1,2,0,731,,Partial Basement,Brick Veneer,1.66,2855
1044,060090000,40,UNIVERSITY CIR,,Single Family,2 Story,A,Slate,Hardwood,Hot Water Radiator,1,1924,7,3,1,3,0,1146,,Full Basement,Brick Veneer,2.00,2877
1045,060091000,38,UNIVERSITY CIR,,Single Family,2 Story,A,Shingles,Hardwood,Hot Water Radiator,2,1938,10,4,0,3,0,558,0,Partial Basement,Brick Veneer,2.00,2296
1046,060092000,36,UNIVERSITY CIR,,Single Family,1.5 Story,A,Metal,Hardwood,Hot Water Radiator,3,1920,10,3,1,4,0,700,,Cellar,Wood Shingle,1.50,3529
1047,060093000,34,UNIVERSITY CIR,,Single Family,1 Story,A,Shingles,Hardwood,Hot Water Radiator,3,1917,9,3,0,2,0,1100,,Cellar,Stucco,1.00,2238
1048,060095000,30,UNIVERSITY CIR,,Single Family-1 Conversion,2 Story,A,Slate,Other,Hot Water Radiator,1,1910,13,8,1,3,0,1063,1063,Partial Basement,Stucco,2.00,2989
1049,060096000,1836,UNIVERSITY CIR,,Single Family,2 Story,A,Shingles,Hardwood,Hot Water Radiator,3,1959,11,6,0,5,0,681,614,Partial Basement,Brick Veneer,2.00,3747
1050,060096100,20,UNIVERSITY CIR,,Single Family,2 Story,A,Slate,Hardwood,Hot Water Radiator,5,1912,9,4,1,3,0,1621,0,Partial Basement,Brick Veneer,2.00,4172
1051,060097100,1832,UNIVERSITY CIR,,Single Family,2 Story,A,Slate,Hardwood,Forced Air,2,2014,9,3,2,3,No dat,1605,,Full Basement,Brick Veneer,2,3210
1052,070001110,0,IVY RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1053,070003100,2101,MORRIS RD,,Single Family,2 Story,B,Shingles,Hardwood,Forced Air,1,1987,9,4,1,2,0,1072,0,Full Basement,Wood,2.00,2000
1054,070003110,2108,MORRIS RD,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1958,12,5,0,4,0,2070,1397,Full Basement,Wood,1.00,1263
1055,070003120,2112,MORRIS RD,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,3,2012,11,5,1,5,0,1574,1045,Full Basement,Brick Veneer,2.00,3286
1056,070003130,2114,MORRIS RD,,Single Family,1 Story,B,Slate,Hardwood,Forced Air,1,1958,7,3,0,3,0,1415,867,Full Basement,Wood,1.00,1780
1057,070003140,2116,MORRIS RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,2,1957,6,3,0,3,1,2042,1021,Full Basement,Brick Veneer,1.00,2042
1058,070003150,117,ALDERMAN RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,2,1957,6,3,2,2,0,1649,848,Partial Basement,Brick Veneer,1.00,1832
1059,070003160,115,ALDERMAN RD,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1958,6,3,1,1,0,266,0,Partial Basement,Brick Veneer,1.00,2168
1060,070003170,113,ALDERMAN RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1958,8,4,0,2,0,,,No Basement,Brick Veneer,1.50,2190
1061,070003180,111,ALDERMAN RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,2,1971,7,4,0,2,0,2010,,Full Basement,Brick Veneer,1.00,2010
1062,070003200,2117,MORRIS RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,3,1957,9,3,0,3,0,1718,859,Partial Basement,Brick Veneer,1.00,2489
1063,070003300,2115,MORRIS RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,2,1957,9,3,1,2,0,1611,1216,Full Basement,Brick Veneer,1.00,1611
1064,070003400,2113,MORRIS RD,,Single Family,Split-Level,B,Shingles,Hardwood,Hot Water Radiator,2,1957,6,3,1,2,0,0,0,No Basement,Brick Veneer,2.00,2352
1065,070003500,2111,MORRIS RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1960,9,4,0,3,0,1234,740,Full Basement,Brick Veneer,2.00,2314
1066,070003600,2109,MORRIS RD,,Single Family-1 Conversion,2 Story,B,Shingles,Hardwood,Hot Water Radiator,3,1958,11,5,1,4,0,1742,513,Full Basement,Brick Veneer,2.00,2983
1067,070003700,2107,MORRIS RD,,Single Family,2 Story,A,Shingles,Hardwood,Hot Water Radiator,1,1961,11,4,1,3,0,1412,1412,Full Basement,Brick Veneer,2.00,2824
1068,070003800,2105,MORRIS RD,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1971,7,3,0,2,0,1820,0,Full Basement,Brick Veneer,1.00,1820
1069,070003900,2103,MORRIS RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1958,9,3,1,2,2,880,836,Full Basement,Brick Veneer,2.00,1930
1070,070004000,2100,TWYMAN RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,2,1955,5,2,0,3,0,1421,831,Full Basement,Brick Veneer,1.00,1421
1071,070005000,2104,TWYMAN RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1955,8,4,0,2,0,1800,0,Full Basement,Brick Veneer,1.00,2030
1072,070006000,2108,TWYMAN RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,2,1955,5,2,1,1,0,868,529,Partial Basement,Brick Veneer,1.00,1250
1073,070007000,2112,TWYMAN RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,2,1956,6,3,0,3,0,2090,1672,Full Basement,Brick Veneer,1.00,2090
1074,070008000,2116,TWYMAN RD,,Single Family,1 Story,B +,Architectural Shingles,Hardwood,Forced Air,2,1956,8,4,No dat,3,0,1162,1162,Partial Basement,Brick Veneer,1.00,1852
1075,070009000,2115,MINOR RD,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1955,7,3,0,3,0,1018,681,Partial Basement,Brick Veneer,1.00,2903
1076,070010000,2111,MINOR RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1953,8,4,0,4,0,1588,741,Full Basement,Brick Veneer,1.50,2382
1077,070011000,2107,MINOR RD,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1961,10,5,0,5,0,1683,1583,Full Basement,Brick Veneer,1.00,1900
1078,070012000,211,ALDERMAN RD,,Single Family-1 Conversion,2 Story,A -,Architectural Shingles,Hardwood,Hot Water Radiator,1,1947,9,4,1,3,1,1270,932,Partial Basement,Brick Veneer,2.25,2669
1079,070013000,118,ALDERMAN RD,,Single Family,Split-Level,B,Shingles,Hardwood,Hot Water Radiator,1,1961,8,4,1,2,0,694,0,Partial Basement,Wood,2.00,2301
1080,070014000,200,ALDERMAN RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,2,1958,5,2,0,2,0,804,804,Partial Basement,Wood,1.00,1503
1081,070015000,206,ALDERMAN RD,,Single Family-1 Conversion,2 Story,B +,Architectural Shingles,Hardwood,Forced Air,2,1984,12,5,1,5,0,1312,1312,Full Basement,Masonite,2.00,2336
1082,070016000,212,ALDERMAN RD,,Single Family,2 Story,B,Shingles,Hardwood,Forced Air,2,1959,9,5,0,4,0,639,548,Partial Basement,Brick Veneer,2.00,2465
1083,070017000,2027,MINOR RD,,Single Family-1 Conversion,2 Story,A,Shingles,Hardwood,Heat Pump,3,1927,7,1,1,3,0,378,0,Partial Basement,Stone,2.00,4845
1084,070018000,120,MINOR RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1945,6,3,0,3,0,713,386,Partial Basement,Brick Veneer,1.50,1298
1085,070019000,145,BOLLINGWOOD RD,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1939,7,3,0,2,0,,,No Basement,Clapboard,1.75,1634
1086,070020000,135,BOLLINGWOOD RD,,Single Family,2 Story,B,Metal,Hardwood,Hot Water Radiator,1,1932,7,3,0,2,0,135,,Partial Basement,Brick Veneer,2.00,2486
1087,070021000,133,BOLLINGWOOD RD,,Single Family-1 Conversion,2 Story,B,Shingles,Hardwood,Hot Water Radiator,3,1918,8,4,0,3,0,1132,0,Partial Basement,Brick Veneer,2.00,2761
1088,070022000,123,BOLLINGWOOD RD,,Single Family,2 Story,A,Metal,Hardwood,Hot Water Radiator,2,1880,13,4,0,3,0,0,0,No Basement,Wood,2.00,3798
1089,070023000,117,BOLLINGWOOD RD,,Single Family,1.5 Story,A,Shingles,Hardwood,Forced Air,3,1938,8,3,1,2,0,,,No Basement,Brick Veneer,1.50,2737
1090,070024000,115,BOLLINGWOOD RD,,Single Family,2.5 Story,A,Shingles,Hardwood,Hot Water Radiator,2,1940,9,4,1,3,0,775,,Partial Basement,Stucco,2.50,3083
1091,070024000,115,BOLLINGWOOD RD,,Single Family,1 Story,C,Shingles,None,Hot Water Radiator,0,1956,4,2,0,1,0,285,,Partial Basement,Stucco,1.00,570
1092,070025000,2019,IVY RD,,Single Family-1 Conversion,2 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1941,9,4,0,3,1,1484,500,Full Basement,Brick Veneer,2.00,2044
1093,070026000,0,IVY RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1094,070027000,2001,IVY RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1940,6,3,1,2,0,964,268,Full Basement,Brick Veneer,2.00,1928
1095,070028000,107,BOLLINGWOOD RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1927,9,4,0,3,0,666,0,Partial Basement,Stucco,2.00,2294
1096,070029000,101,BOLLINGWOOD RD,,Duplex,2 Story,C +,Shingles,Hardwood,Forced Air,No dat,1959,16,8,2,4,No dat,1248,1200,Full Basement,Brick Veneer,2,2496
1097,070030000,104,BOLLINGWOOD RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1952,8,3,0,3,0,945,500,Partial Basement,Brick Veneer,2.00,2450
1098,070031000,108,BOLLINGWOOD RD,,Single Family,2 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1930,9,4,1,3,0,921,0,Cellar,Stucco,2.00,2972
1099,070032000,114,BOLLINGWOOD RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1922,10,3,0,3,2,864,0,Partial Basement,Asbestos,2.00,3011
1100,070033000,120,BOLLINGWOOD RD,,Single Family,2 Story,B,Slate,Hardwood,Forced Air,2,1925,9,4,0,3,0,801,0,Partial Basement,Stucco,2.00,3194
1101,070034000,122,BOLLINGWOOD RD,,Single Family,1 Story,B,Shingles,Hardwood,Heat Pump,2,1983,5,2,0,2,0,0,0,No Basement,Wood,1.00,1762
1102,070034100,126,BOLLINGWOOD RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,2,1984,8,4,1,3,0,145,,Cellar,Brick Veneer,1.75,3387
1103,070035000,132,BOLLINGWOOD RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1935,7,3,0,2,0,604,,Cellar,Brick Veneer,2.00,1774
1104,070036000,134,BOLLINGWOOD RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1925,9,4,0,2,0,448,0,Partial Basement,Wood Shingle,2.00,2152
1105,070037000,142,BOLLINGWOOD RD,,Duplex,2 Story,B,Shingles,Hardwood,Hot Water Radiator,0,1952,8,4,0,2,0,0,0,No Basement,Brick Veneer,2.00,1910
1106,070038000,112,MINOR RD,,Single Family-1 Conversion,2 Story,B,Shingles,Hardwood,Radiant,0,1948,8,5,0,3,0,410,410,Partial Basement,Concrete Block,2.00,1638
1107,070039000,110,MINOR RD,,Duplex,2 Story,B,Shingles,Hardwood,Hot Water Radiator,0,1948,8,4,0,2,0,354,0,Partial Basement,Wood,2.00,1638
1108,070040000,106,MINOR RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1940,11,4,0,3,0,1062,531,Full Basement,Brick Veneer,2.00,1894
1109,070041000,0,MINOR RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1110,070042000,102,MINOR RD,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1947,7,3,0,2,0,774,580,Partial Basement,Brick Veneer,1.00,2115
1111,070043000,131,CAMERON LN,,Single Family-1 Conversion,2 Story,B,Shingles,Hardwood,Forced Air,2,1938,10,5,0,3,0,1211,431,Full Basement,Brick Veneer,2.00,2422
1112,070044000,125,CAMERON LN,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,1,1981,9,4,1,2,0,1232,,Full Basement,Wood,2.00,2843
1113,070045000,123,CAMERON LN,,Single Family,1.5 Story,B,Asbestos,Hardwood,Hot Water Radiator,2,1935,7,3,1,2,1,639,,Partial Basement,Stone,1.50,1905
1114,070046000,121,CAMERON LN,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1935,5,2,0,1,0,86,,Cellar,Wood,1.00,943
1115,070047000,119,CAMERON LN,,Single Family,1 Sty No Bsmt,B++,Architectural Shingles,Hardwood,Forced Air,1,1940,10,4,1,3,0,,,No Basement,Hardy Board,1.00,1699
1116,070048000,117,CAMERON LN,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1945,8,4,0,2,0,228,,Partial Basement,Aluminum,1.50,2360
1117,070049000,113,CAMERON LN,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1940,6,3,0,2,0,388,0,Partial Basement,Brick Veneer,1.00,1332
1118,070555000,0,UNKNOWN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1119,080002000,0,EMMET ST N,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1120,080004000,140,EMMET ST N,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1121,080005000,132,EMMET ST N,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1122,080006000,104,EMMET ST N,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1123,080007000,100,EMMET ST N,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1124,080008000,105,EMMET ST N,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1125,080009000,119,EMMET ST N,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1126,080011100,0,IVY RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1127,080011L00,0,IVY RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1128,080013000,0,IVY RD & CAMERON LN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1129,080014000,104,CAMERON LN,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1935,7,2,1,2,0,376,0,Partial Basement,Wood,2.00,1874
1130,080015000,106,CAMERON LN,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1946,7,3,0,2,0,775,725,Partial Basement,Brick Veneer,1.00,1550
1131,080016000,108,CAMERON LN,,Single Family,1 Story,B +,Metal,Hardwood,Hot Water Radiator,2,1946,10,4,0,4,0,848,848,Partial Basement,Hardy Board,1.00,1864
1132,080017000,110,CAMERON LN,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,3,1966,9,4,1,4,0,1991,713,Full Basement,Wood,1.00,1991
1133,080018000,118,CAMERON LN,,Single Family,2 Story,B,Shingles,Hardwood,Forced Air,1,1900,7,3,0,3,0,0,0,No Basement,Wood,2.00,2345
1134,080019000,119,ROTHERY RD,,Single Family,1 Story,C,Shingles,Tile,Forced Air,1,1956,3,1,0,1,0,,,No Basement,Wood,1.00,640
1135,080020000,1926,IVY RD,,Duplex,1 Story,B,Shingles,Hardwood,Forced Air,0,1960,8,4,0,2,0,0,0,No Basement,Brick Veneer,1.00,1400
1136,080022000,105,ROTHERY RD,,Duplex,1 Story,B,Shingles,Hardwood,Forced Air,0,1958,12,6,2,3,0,2436,238,Full Basement,Brick Veneer,1.00,2436
1137,080023000,115,ROTHERY RD,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,1,1973,7,4,0,2,0,0,0,No Basement,Wood,2.00,1895
1138,080028000,209,SPRIGG LN,,Single Family,2 Story,A -,Metal,Heart Pine,Radiant,1,1834,4,2,1,1,No dat,,,No Basement,Brick/Masonry,2.0,0
1139,080028000,209,SPRIGG LN,,Single Family,2 Story,A -,Metal,Heart Pine,Radiant,1,1834,4,2,1,1,No dat,,,No Basement,Brick/Masonry,2.0,0
1140,080028000,209,SPRIGG LN,,Single Family,2 Story,A -,Metal,Heart Pine,Radiant,1,,4,2,1,1,No dat,,,No Basement,Brick/Masonry,2.0,0
1141,080028000,209,SPRIGG LN,,Single Family,2 Story,A +,Metal,Heart Pine,Radiant,4,1834,6,No dat,1,2,No dat,902,,Partial Basement,Brick/Masonry,2.0,1804
1142,080028000,209,SPRIGG LN,,Single Family,2 Story,A +,Metal,Heart Pine,Radiant,4,1834,6,No dat,1,2,No dat,902,,Partial Basement,Brick/Masonry,2.0,1804
1143,080028000,209,SPRIGG LN,,Single Family,2 Story,A +,Metal,Heart Pine,Radiant,4,,6,No dat,1,2,No dat,902,,Partial Basement,Brick/Masonry,2.0,1804
1144,080028000,209,SPRIGG LN,,Single Family,2 Story,A - Hist,No data,Heart Pine,Hot Water Radiator,No dat,1900,8,No dat,No dat,4,No dat,342,0,Partial Basement,Brick Veneer,2,6243
1145,080030000,120,ROTHERY RD,,Single Family,2 Story,B,Tile,Hardwood,Forced Air,2,1940,10,6,1,5,0,729,631,Partial Basement,Stucco,2.00,3659
1146,080035000,101,CRESAP RD,,Duplex,1 Story,C,Shingles,Hardwood,Heat Pump,0,1997,7,4,0,4,0,1980,,Full Basement,Vinyl,1.00,1980
1147,080040000,214,SPRIGG LN,,Single Family,2 Story,A +,Slate,Hardwood,Hot Water Radiator,6,1938,8,4,0,5,0,1777,951,Partial Basement,Brick Veneer,2.50,7156
1148,080041000,0,SPRIGG LN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
1150,080048000,1917,LEWIS MOUNTAIN RD,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1950,5,3,0,1,2,1018,,Full Basement,Wood,1.00,1018
1149,080048000,1917,LEWIS MOUNTAIN RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1950,7,3,1,2,0,,,No Basement,Brick Veneer,1.50,2060
1151,080049000,1921,LEWIS MOUNTAIN RD,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1935,5,2,0,2,0,0,0,No Basement,Wood,1.00,1234
1152,080050000,1923,LEWIS MOUNTAIN RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1938,8,4,0,3,0,0,0,No Basement,Wood,2.00,2250
1153,080051000,1927,LEWIS MOUNTAIN RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1932,9,3,0,3,0,809,0,Partial Basement,Wood,2.00,2245
1154,080052000,1929,LEWIS MOUNTAIN RD,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Hot Water Radiator,2,1925,8,3,0,3,0,775,,Partial Basement,Wood Shingle,2.00,2700
1155,080053000,1933,LEWIS MOUNTAIN RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1929,8,4,1,2,0,1397,699,Partial Basement,Brick Veneer,2.00,2794
1156,080054000,1935,LEWIS MOUNTAIN RD,,Single Family,2 Story,A,Shingles,Hardwood,Hot Water Radiator,2,1926,10,4,1,3,0,901,0,Partial Basement,Wood,2.00,3380
1157,080055000,1937,LEWIS MOUNTAIN RD,,Single Family,1 Story,B,Shingles,Hardwood,Heat Pump,1,1953,4,2,0,1,0,0,0,No Basement,Stucco,1.00,991
1158,080056000,1941,LEWIS MOUNTAIN RD,,Single Family,1.5 Story,B,Metal,Hardwood,Hot Water Radiator,1,1940,7,4,0,3,0,429,0,Partial Basement,Wood,1.66,2050
