"RecordID_Int","ParcelNumber","UseCode","YearBuilt","GrossArea","StoryHeight","NumberOfStories","StreetName","StreetNumber","Unit"
1771,"530035000","Office Building",1820,380,12,1,"PARK ST","415",""
1772,"530036000","Office Building",1900,1818,12,2,"PARK ST","413",""
1773,"530036000","Office Building",1900,555,12,1.5,"PARK ST","413",""
1774,"530036000","Office Building",1900,93,12,1,"PARK ST","413",""
1775,"530037000","Office Building",1905,5032,12,2,"PARK ST","409",""
1776,"530037000","Office Building",1905,315,12,2,"PARK ST","409",""
1777,"530037100","Office Building",1960,1798,10,2,"PARK ST","403",""
1778,"530038000","Office Building",1920,3848,12,2,"PARK ST","401",""
1779,"530040000","Office Building",1954,5486,8,2,"E JEFFERSON ST","418",""
1780,"530040000","Office Building",1954,2790,8,3,"E JEFFERSON ST","418",""
1781,"530040000","Office Building",1954,3463,8,2,"E JEFFERSON ST","418",""
1782,"530042000","Office Building",1900,2410,12,2,"5TH ST NE","211",""
1783,"530043000","Office Building",1946,4280,12,1,"E JEFFERSON ST","414",""
1784,"530043000","Office Building",1946,109,12,1,"E JEFFERSON ST","414",""
1785,"530044000","Office Building",1901,1496,12,2,"E JEFFERSON ST","412",""
1786,"530045000","Hotel",1800,3900,12,2,"E JEFFERSON ST","410",""
1787,"530046000","Office Building",1920,2986,8,2,"E JEFFERSON ST","402",""
1788,"530051000","Office Building",1953,50979,12,2,"E MARKET ST","401",""
1789,"530053000","Office Building",1911,2974,8,2,"E MARKET ST","415",""
1790,"530054000","Office Building",1920,8786,12,2,"E MARKET ST","414",""
1791,"530054101","Office",1946,2282,10,1,"E MARKET ST","404","101"
1792,"530054102","Office",1946,717,10,1,"E MARKET ST","406","102A"
1793,"530054104","Office",1946,1633,10,1,"E MARKET ST","408","104A"
1794,"530054105","Office",1946,960,10,1,"E MARKET ST","408","105"
1795,"530054106","Office",1946,572,10,1,"E MARKET ST","408","106"
1796,"530054107","Office",1946,1780,10,1,"E MARKET ST","408","107"
1797,"530054108","Office",1946,791,NA,NA,"E MARKET ST","408","104B"
1798,"530054200","Office",1946,568,10,1,"E MARKET ST","408","201A"
1799,"530054201","Office",1946,1279,10,1,"E MARKET ST","408","201B"
1800,"530054202","Office",1946,932,10,1,"E MARKET ST","408","202"
1801,"530054203","Office",1946,1106,10,1,"E MARKET ST","408","203"
1802,"530054204","Office",1946,984,10,1,"E MARKET ST","408","204"
1803,"530054205","Office",1946,1164,10,1,"E MARKET ST","408","205"
1804,"530054206","Office",1946,1066,10,1,"E MARKET ST","408","206"
1805,"530054207","Office",1946,1282,10,1,"E MARKET ST","408","207"
1806,"530054208","Office",1946,1446,10,1,"E MARKET ST","408","208"
1807,"530054A00","Commercial",1946,1613,10,1,"E MARKET ST","410-412",""
1808,"530054B02","Commercial",0,550,NA,NA,"E MARKET ST","406","102B"
1809,"530055000","Retail Store",1920,7540,10,2,"E MARKET ST","400-402",""
1810,"530056000","Retail Store",1890,2852,10,2,"4TH ST NE","112-114",""
1811,"530057000","Retail Store",1920,2488,10,2,"4TH ST NE","110",""
1812,"530058000","Retail Store",1934,2120,10,2,"4TH ST NE","108",""
1813,"530059000","Retail Store",1963,4863,12,1,"E MAIN ST","401-07",""
1814,"530059000","Retail Store",1963,5631,12,1,"E MAIN ST","401-07",""
1815,"530060000","Retail Store",1920,5538,12,2,"E MAIN ST","411-13",""
1816,"530061000","Restaurant",1912,2058,12,1,"E MAIN ST","415-417",""
1817,"530061000","Restaurant",1912,2058,12,1,"E MAIN ST","415-417",""
1818,"530062000","Retail Store",1920,2500,12,2,"E MAIN ST","419-421",""
1819,"530062000","Retail Store",1920,792,12,1,"E MAIN ST","419-421",""
1820,"530064000","Retail Store",1959,13197,12,3,"E MAIN ST","423",""
1821,"530064A00","Retail Store",1959,13275,12,3,"E MAIN ST","423",""
1822,"530065000","Office Building",1986,2400,12,3,"E MAIN ST","508",""
1823,"530065200","Office Building",1986,2520,12,3,"E MAIN ST","506",""
1824,"530065300","Office Building",1986,2691,12,3,"5TH ST SE","100",""
1825,"530065400","Office Building",1986,2691,12,3,"5TH ST SE","102",""
1826,"530065500","Office Building",1986,2691,12,3,"5TH ST SE","104",""
1827,"530065600","Office Building",1986,2691,12,3,"5TH ST SE","106",""
1828,"530067000","Office Building",1925,2304,12,3,"E MAIN ST","510",""
1829,"530067000","Office Building",1925,1994,12,2,"E MAIN ST","510",""
1830,"530068000","Mixed Retail w/Res Units",1954,2631,10,1,"E MAIN ST","512-520",""
1831,"530068000","Mixed Retail w/Res Units",1954,2736,8,1,"E MAIN ST","512-520",""
1832,"530070000","Museum",1928,5790,12,1,"E MAIN ST","524",""
1833,"530070000","Museum",1928,759,12,1,"E MAIN ST","524",""
1834,"530072A00","Retail",0,1372,9,1,"5TH ST SE","110","A"
1835,"530072B00","Restaurant",0,1150,12,1,"E WATER ST","501",""
1836,"530072C00","Restaurant",0,1029,9,1,"E WATER ST","503",""
1837,"530072D00","Restaurant",0,1109,9,1,"E WATER ST","505",""
1838,"530072E00","Retail Store",0,NA,NA,1,"E WATER ST","507",""
1839,"530072F00","Restaurant",0,958,12,1,"E WATER ST","509",""
1840,"530074000","Retail Store",1925,1503,12,1,"E WATER ST","511",""
1841,"530075000","Restaurant",1920,2172,12,2,"E WATER ST","515",""
1842,"530075000","Restaurant",1920,420,12,1,"E WATER ST","515",""
1843,"530077A00","Office Building",1920,5392,10,1,"E MAIN ST","530","A"
1844,"530077A00","Office Building",1920,5744,10,2,"E MAIN ST","530","A"
1845,"530077B00","Office Building",1920,4910,10,1,"E MAIN ST","534","B"
1846,"530077C00","Office Building",1920,4436,12,1,"E MAIN ST","534","C&D"
1847,"530080000","Office Building",1967,40266,8,3,"E MAIN ST & 7TH ST NE","605",""
1848,"530080000","Office Building",1967,23812,8,2,"E MAIN ST & 7TH ST NE","605",""
1849,"530080000","Office Building",1967,11682,8,1,"E MAIN ST & 7TH ST NE","605",""
1850,"530091000","Parking Structure",1975,NA,12,5,"E MAIN ST & E MARKET ST","0",""
1851,"530091000","Parking Structure",1975,NA,12,1,"E MAIN ST & E MARKET ST","0",""
1852,"530091000","Parking Structure",1975,NA,12,3,"E MAIN ST & E MARKET ST","0",""
1853,"530091000","Parking Structure",1975,NA,12,1,"E MAIN ST & E MARKET ST","0",""
1854,"530091L00","Parking Structure",1975,94120,12,5,"E MARKET ST","500",""
1855,"530091L00","Parking Structure",1975,5928,12,1,"E MARKET ST","500",""
1856,"530091L00","Parking Structure",1975,83676,12,3,"E MARKET ST","500",""
1857,"530091L00","Parking Structure",1975,34568,12,1,"E MARKET ST","500",""
1858,"530091LA0","Parking Structure",1975,62460,12,5,"5TH ST NE","106",""
1859,"530091LB0","Parking Structure",1975,1860,12,5,"5TH ST NE","102",""
1860,"530091LC0","Parking Structure",1975,1200,12,1,"5TH ST NE","110",""
1861,"530091LD0","Parking Structure",1975,1108,12,1,"E MAIN ST","503",""
1862,"530091LE0","Parking Structure",0,1074,NA,NA,"E MAIN ST","505",""
1863,"530091LF0","Commercial",0,NA,NA,NA,"E MAIN ST","507",""
1864,"530091LG0","Commercial",0,NA,NA,NA,"E MAIN ST","513",""
1865,"530091LH1","Commercial",0,NA,NA,NA,"5TH ST NE","100","1"
1866,"530091LH2","Commercial",0,NA,NA,NA,"5TH ST NE","100","2"
1867,"530091LH3","Commercial",0,NA,NA,NA,"5TH ST NE","100","3"
1868,"530091LI0","Commercial",0,NA,NA,NA,"E MARKET ST","500",""
1869,"530091LJ0","Commercial",0,NA,NA,NA,"E MARKET ST","500",""
1870,"530091LK1","Parking Structure",0,NA,NA,NA,"E MARKET ST","500",""
1871,"530093000","Office Building",1920,4243,10,2.5,"5TH ST NE","206",""
1872,"530094000","Office Building",1920,3368,10,2,"5TH ST NE","208-212",""
1873,"530096100","Office Building",1920,9150,12,3,"COURT SQ","300",""
1874,"530096100","Office Building",1920,3492,12,2,"COURT SQ","300",""
1875,"530096101","Restaurant",1926,1468,10,1,"COURT SQ","500","305"
1876,"530096102","Office",1929,1354,10,1,"COURT SQ","500","102"
1877,"530096103","Restaurant",1926,1225,10,1,"COURT SQ","500","103"
1878,"530096201","Office",1926,4389,10,1,"COURT SQ","500","201-2"
1879,"530096301","Office",1926,4621,10,1,"COURT SQ","500","301-5"
1880,"530096306","Office",1926,1053,10,1,"COURT SQ","500","300"
1881,"530097000","Office Building",1920,15102,10,3,"E MARKET ST","503",""
1882,"530098000","Office Building",1900,754,12,1,"COURT SQ","220",""
1883,"530099000","Office Building",1825,3828,8,2,"COURT SQ","222-224",""
1884,"530099000","Office Building",1825,108,8,1,"COURT SQ","222-224",""
1885,"530100000","Multiple Commercial Use",1897,29210,12,2,"E MARKET ST","601-617",""
1886,"530100000","Multiple Commercial Use",1897,4260,12,2,"E MARKET ST","601-617",""
1887,"530100000","Multiple Commercial Use",1897,13698,12,1,"E MARKET ST","601-617",""
1888,"530100000","Multiple Commercial Use",1897,1040,12,1,"E MARKET ST","601-617",""
1889,"530101000","Office Building",1920,505,8,1.5,"7TH ST NE","213",""
1890,"530101000","Office Building",1920,1625,8,1,"7TH ST NE","213",""
1891,"530103000","Office Building",1957,4448,12,2,"E JEFFERSON ST","612",""
1892,"530104000","Office Building",1790,3558,12,2,"COURT SQ","230",""
1893,"530104000","Office Building",1790,1135,12,1,"COURT SQ","230",""
1894,"530105000","Office Building",1920,1306,12,2,"COURT SQ","0",""
1895,"530106000","Office Building",1800,2376,12,2,"COURT SQ","0",""
1896,"530107000","Office Building",1920,3790,8,2.5,"PARK ST","300-302",""
1897,"530107000","Office Building",1920,324,8,1,"PARK ST","300-302",""
1898,"530109000","Office Building",1852,23565,12,3,"PARK ST","350",""
1899,"530111000","Office Building",1920,6080,12,2,"E HIGH ST","614",""
1900,"530111000","Office Building",1920,101,12,1,"E HIGH ST","614",""
1901,"530112A00","Office",1925,1245,10,1,"E HIGH ST","619","A"
1902,"530112B00","Office",0,891,10,1,"E HIGH ST","619","B"
1903,"530113000","Apartments 1-10 units",1925,2940,8,2,"E HIGH ST","615",""
1904,"530114000","Office Building",1925,2932,10,2,"E HIGH ST","609",""
1905,"530114000","Office Building",1925,196,10,1,"E HIGH ST","609",""
1906,"530115000","Bank",1974,8236,12,2,"PARK ST AT HIGH ST","402",""
1907,"530115000","Bank",1974,397,12,1,"PARK ST AT HIGH ST","402",""
1908,"530117000","Office Building",1850,3952,12,2,"PARK ST","408",""
1909,"530117000","Office Building",1850,867,12,3,"PARK ST","408",""
1910,"530117000","Office Building",1850,2265,12,1,"PARK ST","408",""
1911,"530118000","Office Building",1930,4222,12,2,"PARK ST","414",""
1912,"530118000","Office Building",1930,121,12,1,"PARK ST","414",""
1913,"530119000","Office Building",1920,1973,12,2.5,"PARK ST","416",""
1914,"530119000","Office Building",1920,1800,12,2,"PARK ST","416",""
1915,"530119000","Office Building",1920,214,12,1,"PARK ST","416",""
1916,"530120000","Office Building",1920,3602,12,2,"PARK ST","420",""
1917,"530122000","Office Building",1900,2774,12,2,"7TH ST NE","425",""
1918,"530122000","Office Building",1900,154,12,1,"7TH ST NE","425",""
1919,"530122100","Office Building",1905,2768,10,2,"7TH ST NE","413",""
1920,"530122100","Office Building",1905,169,8,1,"7TH ST NE","413",""
1921,"530123000","Church",1954,5653,20,1,"PARK ST","506",""
1922,"530123000","Church",1954,5268,12,3,"PARK ST","506",""
1923,"530123000","Church",1954,23846,12,2,"PARK ST","506",""
1924,"530123000","Church",1954,414,12,1,"PARK ST","506",""
1925,"530131100","Office Building",1900,1898,10,1.5,"PARK ST","500",""
1926,"530134000","Apartments 1-10 units",1925,2820,10,1,"7TH ST NE","508",""
1927,"530144000","Apartments over 20 units",1967,49002,12,3,"E HIGH ST","701",""
1928,"530144000","Apartments over 20 units",1967,49002,12,3,"E HIGH ST","701",""
1929,"530150000","Office Building",1900,2112,10,2,"E HIGH ST","710",""
1930,"530150000","Office Building",1900,544,8,2,"E HIGH ST","710",""
1931,"530151000","Office Building",1910,3040,12,2,"E HIGH ST","700",""
1932,"530151000","Office Building",1910,409,12,1,"E HIGH ST","700",""
1933,"530152000","Office Building",1925,2832,10,2,"E JEFFERSON ST","703",""
1934,"530153000","Office Building",1920,3750,12,2.5,"E JEFFERSON ST","707",""
1935,"530155000","Office Building",1964,57935,10,1,"E JEFFERSON ST","700",""
1936,"530155000","Office Building",1964,23634,10,2,"E JEFFERSON ST","700",""
1937,"530155L00","Office Building",1964,57935,10,1,"7TH ST NE","212",""
1938,"530155L00","Office Building",1964,23634,10,2,"7TH ST NE","212",""
1939,"530155LA0","Office Building",1964,3494,10,1,"SNL PLZ","1","1"
1940,"530155LB0","Office Building",1964,500,10,1,"SNL PLZ","1",""
1941,"530155LC0","Office Building",1964,1335,10,1,"SNL PLZ","1",""
1942,"530155LD0","Office Building",1964,1450,12,1,"SNL PLZ","1",""
1943,"530155LE0","Office Building",1964,232,10,1,"SNL PLZ","1",""
1944,"530155LF0","Office Building",1964,24255,10,1,"SNL PLZ","1",""
1945,"530160000","Office Building",1990,42404,12,4,"7TH ST NE","120",""
1946,"530160000","Office Building",1990,42404,12,4,"7TH ST NE","120",""
1947,"530160000","Office Building",1990,42404,12,4,"7TH ST NE","120",""
1948,"530162100","Office Building",1890,5368,14,2,"E WATER ST","600",""
1949,"530162100","Office Building",1890,10156,14,1,"E WATER ST","600",""
1950,"530162200","Office Building",1992,85000,12,4,"E WATER ST","701",""
1951,"530169000","Multiple Commercial Use",1964,2757,12,1,"E MARKET ST","801-805",""
1952,"530169000","Multiple Commercial Use",1964,2757,12,1,"E MARKET ST","801-805",""
1953,"530172000","Office Building",1960,855,12,1,"9TH ST NE","209",""
1954,"530173190","Office",1989,1671,12,1,"E JEFFERSON ST","802","B1"
1955,"530173201","Office",1989,1925,12,1,"E JEFFERSON ST","802","B2"
1956,"530173210","Office",1989,1925,12,1,"E JEFFERSON ST","802","B3"
1957,"530173220","Office",1820,2550,10,3,"E JEFFERSON ST","800","C"
1958,"530173230","Office Building",1820,585,12,1,"8TH ST NE","210","D"
1959,"530178000","Barber Shop",1972,480,12,1,"E JEFFERSON ST","820",""
1960,"530180000","Office Building",1962,6864,8,2,"E JEFFERSON ST","818",""
1961,"530180000","Office Building",1962,5250,8,3,"E JEFFERSON ST","818",""
1962,"530180000","Office Building",1962,358,8,1,"E JEFFERSON ST","818",""
1963,"530184000","Office Building",1900,5468,12,2.5,"E HIGH ST","800",""
1964,"530184000","Office Building",1900,682,8,1,"E HIGH ST","800",""
1965,"530185000","Office Building",1920,2803,12,2.5,"E HIGH ST","806",""
1966,"530185000","Office Building",1920,311,12,1,"E HIGH ST","806",""
1967,"530186000","Office Building",1930,1690,12,2.5,"E JEFFERSON ST","809",""
1968,"530186000","Office Building",1930,246,12,1,"E JEFFERSON ST","809",""
1969,"530187000","Office Building",1900,1932,12,2,"E JEFFERSON ST","813",""
1970,"530188000","Office Building",1937,1638,12,2,"E JEFFERSON ST","815",""
1971,"530188000","Office Building",1937,710,12,1,"E JEFFERSON ST","815",""
1972,"530191000","Apartments 1-10 units",1925,2230,8,2,"E HIGH ST","814",""
1973,"530191000","Apartments 1-10 units",1925,559,8,1,"E HIGH ST","814",""
1974,"530192000","Office Building",1913,2432,12,2,"E HIGH ST","812",""
1975,"530192000","Office Building",1913,384,12,2,"E HIGH ST","812",""
1976,"530193000","Office Building",1930,2138,12,2,"E HIGH ST","810",""
1977,"530193000","Office Building",1930,247,12,1,"E HIGH ST","810",""
1978,"530194000","Office Building",1880,2395,12,1,"E HIGH ST","801",""
1979,"530194000","Office Building",1880,806,12,2,"E HIGH ST","801",""
1980,"530194000","Office Building",1880,506,12,3,"E HIGH ST","801",""
1981,"530194100","Office Building",1957,3984,12,1,"8TH ST NE","404",""
1982,"530194100","Office Building",1957,372,12,1,"8TH ST NE","404",""
1983,"530197000","Service Repair Garage",1964,986,12,1,"E HIGH ST","815",""
1984,"530197000","Service Repair Garage",1964,754,12,1,"E HIGH ST","815",""
1985,"530228000","Office Building",1912,2630,10,2,"LOCUST AVE","515",""
1986,"530232000","Office Building",1900,2086,10,1,"LOCUST AVE","507",""
1987,"530232000","Office Building",1900,144,10,1,"LOCUST AVE","507",""
1988,"530234000","Office Building",1928,56556,14,1,"LOCUST AVE","459",""
1989,"530234000","Office Building",1928,56556,14,1,"LOCUST AVE","459",""
1990,"530234000","Office Building",1928,56556,14,1,"LOCUST AVE","459",""
1991,"530247000","Office Building",1969,105784,12,6,"E HIGH ST","915",""
1992,"530247000","Office Building",1969,23142,10,5,"E HIGH ST","915",""
1993,"530247000","Office Building",1969,14415,11,6,"E HIGH ST","915",""
1994,"530257000","Office Building",1920,208,10,1,"E HIGH ST","908",""
1995,"530257000","Office Building",1920,2036,10,2,"E HIGH ST","908",""
1996,"530259100","Condominium Commercial",2004,670,11,1,"E HIGH ST","820","1"
1997,"530259A00","Commercial",2004,2569,12,1,"E HIGH ST","820","A"
1998,"530259B00","Commercial",0,2695,12,1,"E HIGH ST","820","B"
1999,"530260000","Office Building",1891,2690,10,2.5,"E HIGH ST","818",""
2000,"530260000","Office Building",1891,539,10,1,"E HIGH ST","818",""
2001,"530261000","Office",1833,2686,10,2,"E JEFFERSON ST","901",""
2002,"530261000","Office",1833,178,10,1,"E JEFFERSON ST","901",""
2003,"530262000","Office Building",1920,3612,10,2,"E JEFFERSON ST","907",""
2004,"530262000","Office Building",1920,804,10,1,"E JEFFERSON ST","907",""
2005,"530263000","Office Building",1920,2254,10,2,"E JEFFERSON ST","911",""
2006,"530264000","Office Building",1918,1660,10,2,"E JEFFERSON ST","913",""
2007,"530264000","Office Building",1918,126,10,1,"E JEFFERSON ST","913",""
2008,"530265000","Office Building",1925,1660,10,2,"E JEFFERSON ST","917",""
2009,"530265000","Office Building",1925,126,10,1,"E JEFFERSON ST","917",""
2010,"530267000","Office Building",1925,1148,10,1,"9 1/2 ST NE","918",""
2011,"530268000","Office Building",1923,1304,10,1.5,"9 1/2 ST NE","920",""
2012,"530268000","Office Building",1923,91,10,1,"9 1/2 ST NE","920",""
2013,"530269000","Office Building",1920,1600,10,2,"9 1/2 ST NE","922",""
2014,"530270000","Office Building",1920,2820,10,2,"E HIGH ST","910",""
2015,"530271000","Medical Office",1980,3378,10,2,"E HIGH ST","912",""
2016,"530272000","Office Building",1890,2698,10,1,"E HIGH ST","914",""
2017,"530272000","Office Building",1890,2698,10,1,"E HIGH ST","914",""
2018,"530272000","Office Building",1890,2698,10,1,"E HIGH ST","914",""
2019,"530272000","Office Building",1890,104,10,1,"E HIGH ST","914",""
2020,"530273000","Office Building",1959,5970,12,1,"E HIGH ST","916",""
2021,"530274000","Medical Office",1956,1975,12,1,"E HIGH ST","920",""
2022,"530275100","Office Building",1925,1626,10,2,"10TH ST NE","311",""
2023,"530275100","Office Building",1925,149,10,1,"10TH ST NE","311",""
2024,"530276000","Medical Office",1914,4666,10,2,"10TH ST NE","315",""
2025,"530276000","Medical Office",1914,4966,10,1,"10TH ST NE","315",""
2026,"530280000","Medical Office",1923,3213,10,2.5,"E JEFFERSON ST","934",""
2027,"530280000","Medical Office",1923,172,10,1,"E JEFFERSON ST","934",""
2028,"530281000","Office Building",1923,1934,10,1.5,"E JEFFERSON ST","932",""
2029,"530281000","Office Building",1923,305,10,1,"E JEFFERSON ST","932",""
2030,"530286000","Office Building",1950,5755,10,1,"E MARKET ST","925",""
2031,"530288000","Service Repair Garage",1964,8846,12,1,"E MARKET ST","923",""
2032,"530291000","Office Building",1920,3586,10,2,"E MARKET ST","913",""
2033,"530292000","Office Building",1910,3804,10,2,"E MARKET ST","909",""
2034,"530293000","Market",1961,2321,12,1,"E MARKET ST","901-905",""
2035,"530297000","Bank",1989,2047,10,1,"E JEFFERSON ST","900",""
2036,"530299000","Medical Office",1998,2978,10,2,"E JEFFERSON ST","902","101"
2037,"530299100","Office",1989,2147,10,1,"E JEFFERSON ST","908","G1"
2038,"530299101","Office",1989,2247,10,1,"E JEFFERSON ST","914","202"
2039,"530299110","Office",1989,860,10,1,"E JEFFERSON ST","914","204"
2040,"530299200","Retail",1989,870,10,1,"E JEFFERSON ST","908","G3"
2041,"530299300","Medical Office",1989,3349,10,1,"E JEFFERSON ST","908","101"
2042,"530299400","Medical Office",1989,2109,10,1,"E JEFFERSON ST","908","201"
2043,"530299500","Medical Office",1989,1126,10,1,"E JEFFERSON ST","908","203"
2044,"530299600","Office",1989,1844,10,1,"E JEFFERSON ST","914","G2"
2045,"530299700","Office",1989,1274,10,1,"E JEFFERSON ST","914","G4"
2046,"530299800","Office",1989,2566,10,1,"E JEFFERSON ST","914","102"
2047,"530299900","Office",1989,762,10,1,"E JEFFERSON ST","914","104"
2048,"530299A00","Medical Office",1998,3260,10,2,"E JEFFERSON ST","902","201"
2049,"530301000","Office Building",1900,2366,8,2,"E JEFFERSON ST","922",""
2050,"530301000","Office Building",1900,104,12,1,"E JEFFERSON ST","922",""
2051,"540004000","Office Building",1890,NA,NA,NA,"LOCUST AVE","516",""
2052,"540004100","Medical Office",1959,2064,10,1,"LOCUST AVE","510",""
2053,"540005000","Medical Office",1948,1578,8,1.5,"LOCUST AVE","506",""
2054,"540005000","Medical Office",1948,65,8,1,"LOCUST AVE","506",""
2055,"540007000","Medical Office",1953,4715,10,1,"LOCUST AVE","400",""
2056,"540007000","Medical Office",1953,9860,10,1,"LOCUST AVE","400",""
2057,"540008000","Office Building",1924,2214,10,2,"E HIGH ST","1007",""
2058,"540009000","Office Building",1939,1588,10,1.9,"E HIGH ST","1009",""
2059,"540010000","Office Building",1921,1416,8,1.5,"GROVE AVE","501",""
2060,"540010000","Office Building",1921,847,8,1,"GROVE AVE","501",""
2061,"540017000","Medical Office",1969,5930,10,2,"E HIGH ST","1101",""
2062,"540018000","Medical Office",1993,8860,10,2,"E HIGH ST","1100",""
2063,"540019000","Office Building",1927,1302,8,2,"E HIGH ST","1108",""
2064,"540019000","Office Building",1927,362,8,1,"E HIGH ST","1108",""
2065,"540019100","Medical Office",1983,3722,8,2,"E HIGH ST","1106",""
2066,"540020000","Office Building",1900,2758,10,2,"E HIGH ST","1112",""
2067,"540020000","Office Building",1900,482,10,1,"E HIGH ST","1112",""
2068,"540021000","Office Building",1910,2498,12,2,"E HIGH ST","1114",""
2069,"540021000","Office Building",1910,35,12,1,"E HIGH ST","1114",""
2070,"540024000","Office Building",1925,1260,8,1,"ORANGE ST","401",""
2071,"540025000","Apartments 1-10 units",1893,2116,8,2,"E HIGH ST","1120",""
2072,"540033000","Office Building",1900,532,8,2,"E HIGH ST","1128",""
2073,"540033000","Office Building",1900,409,8,1,"E HIGH ST","1128",""
2074,"540054100","Office Building",1957,779,12,1,"E HIGH ST","1134",""
2075,"540055000","Office Building",1947,1302,12,1,"E HIGH ST","1138",""
2076,"540057000","Office Building",1947,868,12,1,"E HIGH ST","1142",""
2077,"540058000","Retail Store",1920,3138,10,1,"E HIGH ST","1202",""
2078,"540060000","Retail Store",1973,5961,12,1,"E HIGH ST","1326",""
2079,"540061000","Retail Store",1988,6800,10,2,"STEWART ST","513",""
2080,"540061300","Office Building",1986,608,16,1,"STEWART ST","511",""
2081,"540061500","Convenience Market",1953,5153,12,1,"STEWART ST","507",""
2082,"540107200","Apartments over 20 units",1972,18024,12,3,"11TH ST NE","402",""
2083,"540112000","Office Building",1920,1890,8,2,"LITTLE HIGH ST","1013",""
2084,"540112000","Office Building",1920,199,8,1,"LITTLE HIGH ST","1013",""
2085,"540113000","Commercial",1954,349,8,1,"LITTLE HIGH ST","1011",""
2086,"540113000","Commercial",1954,3032,8,2,"LITTLE HIGH ST","1011",""
2087,"540113000","Commercial",1954,328,8,1,"LITTLE HIGH ST","1011",""
2088,"540114000","Medical Office",1964,8520,10,2,"E HIGH ST","1000",""
2089,"540115000","Bank",1972,612,12,1,"10TH ST NE","410",""
2090,"540118000","Medical Office",1965,3204,10,2,"10TH ST NE","400",""
2091,"540119000","Day Care Center",1981,9650,10,2,"10TH ST NE","316-320",""
2092,"540119000","Day Care Center",1981,9650,10,2,"10TH ST NE","316-320",""
2093,"540120000","Classroom  (Elem/2nd Sch)",NA,NA,NA,NA,"LITTLE HIGH ST","1010",""
2094,"540120000","Classroom  (Elem/2nd Sch)",NA,NA,NA,NA,"LITTLE HIGH ST","1010",""
2095,"540120000","Classroom  (Elem/2nd Sch)",NA,NA,NA,NA,"LITTLE HIGH ST","1010",""
2096,"540123000","Day Care Center",1946,3018,9,1,"10TH ST NE","316",""
2097,"540123000","Day Care Center",1946,3018,9,1,"10TH ST NE","316",""
2098,"540123000","Day Care Center",1946,3018,9,1,"10TH ST NE","316",""
2099,"540126000","Medical Office",1990,2160,10,1,"10TH ST NE","308",""
2100,"540126000","Medical Office",1990,1721,10,1,"10TH ST NE","308",""
2101,"540127000","Medical Office",1972,20562,10,2,"E JEFFERSON ST","1011",""
2102,"540128000","Office Building",1925,3340,10,2,"E JEFFERSON ST","1002",""
2103,"540128000","Office Building",1925,142,10,1,"E JEFFERSON ST","1002",""
2104,"540129000","Office Building",1925,2560,10,2.5,"E JEFFERSON ST","1004",""
2105,"540129000","Office Building",1925,1162,10,2,"E JEFFERSON ST","1004",""
2106,"540129000","Office Building",1925,256,10,1,"E JEFFERSON ST","1004",""
2107,"540130000","Office Building",1985,3192,8,2,"E JEFFERSON ST","1006",""
2108,"540131000","Commercial",1925,2044,NA,NA,"E JEFFERSON ST","1008",""
2109,"540131000","Commercial",1925,252,NA,NA,"E JEFFERSON ST","1008",""
2110,"540133000","Office Building",1925,2744,10,2,"E JEFFERSON ST","1020",""
2111,"540134000","Office Building",1925,1644,8,2,"11TH ST NE","211",""
2112,"540137120","Office Building",2007,1260,12,1,"10TH ST NE","210","F"
2113,"540137130","Office Building",2007,0,12,1,"10TH ST NE","210","G"
2114,"540137190","Office Building",2007,1305,12,1,"10TH ST NE","210","H"
2115,"540137A00","Office",0,984,10,1,"E MARKET ST","1001","A"
2116,"540137B00","Office",0,2345,9,1,"E MARKET ST","1001","B"
2117,"540137C00","Office",0,2326,9,3,"E MARKET ST","1001","C"
2118,"540137D00","Office Building",0,2495,9,3,"E MARKET ST","1001","D"
2119,"540137E00","Office",0,NA,NA,1,"E MARKET ST","1001","E"
2120,"540141000","Day Care Center",2013,4495,10,1,"E MARKET ST","1015",""
2121,"540141000","Day Care Center",NA,NA,NA,NA,"E MARKET ST","1015",""
2122,"540143000","Group Care Home",1920,3714,12,2,"E MARKET ST","1014",""
2123,"540143000","Group Care Home",1920,280,12,1,"E MARKET ST","1014",""
2124,"540144000","Office Building",1957,1804,8,1,"E MARKET ST","1016-18",""
2125,"540144000","Office Building",1957,1125,12,1,"E MARKET ST","1016-18",""
2126,"540145000","Office Building",1971,1652,10,1,"E MARKET ST","1100-06",""
2127,"540145000","Office Building",1971,3776,10,1,"E MARKET ST","1100-06",""
2128,"540145000","Office Building",1971,1652,10,1,"E MARKET ST","1100-06",""
2129,"540145000","Office Building",1971,3776,10,1,"E MARKET ST","1100-06",""
2130,"540148000","Office Building",1946,1422,8,2,"E MARKET ST","1108",""
2131,"540148000","Office Building",1946,419,8,1,"E MARKET ST","1108",""
2132,"540149000","Apartments 1-10 units",1946,1198,8,2,"E MARKET ST","1116",""
2133,"540149000","Apartments 1-10 units",1946,379,8,1,"E MARKET ST","1116",""
2134,"540150000","Office Building",1925,2642,10,2,"E MARKET ST","1118",""
2135,"540150000","Office Building",1925,190,10,1,"E MARKET ST","1118",""
2136,"540154000","Multiple Commercial Use",1984,16744,12,1,"E MARKET ST","1110&1112",""
2137,"540154000","Multiple Commercial Use",1984,7150,12,1,"E MARKET ST","1110&1112",""
2138,"540154000","Multiple Commercial Use",1984,1350,12,1.5,"E MARKET ST","1110&1112",""
