"RecordID_Int","ParcelNumber","UseCode","YearBuilt","GrossArea","StoryHeight","NumberOfStories","StreetName","StreetNumber","Unit"
1425,"360075900","Medical Office",1989,414,12,1,"PRESTON AVE","901","403"
1426,"360099000","Neighborhood Shopping Ctr.",1968,18423,12,1,"PRESTON AVE","913-923",""
1427,"360099000","Neighborhood Shopping Ctr.",1968,1904,12,1,"PRESTON AVE","913-923",""
1428,"360099000","Neighborhood Shopping Ctr.",1968,2288,12,1,"PRESTON AVE","913-923",""
1429,"360105000","Retail Store",1982,988,12,1,"PRESTON AVE","939",""
1430,"360105000","Retail Store",1982,1144,12,1,"PRESTON AVE","939",""
1431,"360106000","Retail Store",1956,5018,12,1,"PRESTON AVE","941",""
1432,"360108000","Retail Store",1975,14206,12,1,"PRESTON AVE","943-945",""
1433,"360110000","Office Building",1958,1235,12,1,"10TH ST NW","606",""
1434,"360110000","Office Building",1958,4027,12,1,"10TH ST NW","606",""
1435,"370036000","Church",1965,5711,12,1,"RUGBY AVE","1525",""
1436,"370036000","Church",1965,3368,12,2,"RUGBY AVE","1525",""
1437,"370080000","Office Building",1958,4608,10,3,"AMHERST ST","1500",""
1438,"370080100","Office Building",1952,3864,12,1,"ROSE HILL DR","1149",""
1439,"370080100","Office Building",2019,1080,12,1,"ROSE HILL DR","1149",""
1440,"370080500","Medical Office",1955,1250,12,1.5,"ROSE HILL DR","1148",""
1441,"370080500","Medical Office",1955,2720,12,2,"ROSE HILL DR","1148",""
1442,"370081000","Office Building",1967,2846,12,1,"ROSE HILL DR","1103",""
1443,"370081000","Office Building",1967,3960,12,2,"ROSE HILL DR","1103",""
1444,"370081200","Office Building",1950,3419,12,1,"ROSE HILL DR","1111",""
1445,"370081200","Office Building",1950,3419,12,1,"ROSE HILL DR","1111",""
1446,"370081400","Office Building",1960,1769,12,1,"ROSE HILL DR","1109",""
1447,"400001100","Office Building",1951,25330,12,2,"EMMET ST N","1202",""
1448,"400001100","Office Building",1951,6852,12,1,"EMMET ST N","1202",""
1449,"400001200","Retail",1961,3305,12,1,"EMMET ST N","1401",""
1450,"400001300","Restaurant",1966,2080,12,1,"EMMET ST N","1403",""
1451,"400001400","Multiple Commercial Use",1961,2972,12,1,"EMMET ST N","1417",""
1452,"400001400","Multiple Commercial Use",1961,7884,12,2,"EMMET ST N","1417",""
1453,"400001400","Multiple Commercial Use",1961,5312,12,1,"EMMET ST N","1417",""
1454,"400001400","Multiple Commercial Use",1961,2816,12,1,"EMMET ST N","1417",""
1455,"400002000","Restaurant",1968,3420,12,1,"EMMET ST N","1250",""
1456,"400002100","Retail",2018,NA,NA,NA,"EMMET ST N","1200",""
1457,"400002200","Fast Food Restaurant",1971,2087,12,1,"EMMET ST N","1230",""
1458,"400002400","Restaurant",1978,3008,12,2,"EMMET ST N","1232",""
1459,"400002500","Fast Food Restaurant",2017,NA,NA,1,"EMMET ST N","1248",""
1460,"400002600","Retail Store",1968,2575,12,1,"EMMET ST N","1252",""
1461,"400002700","Fast Food Restaurant",1987,3439,12,1,"EMMET ST N","1254",""
1462,"400004000","Office Building",1967,41772,12,6,"MORTON DR","1",""
1463,"400004B00","Motel",1983,60075,12,3,"MORTON DR","2000",""
1464,"400004C00","Motel",1983,12000,12,2,"MORTON DR","2006-A",""
1465,"400004D00","Restaurant",1979,2610,12,1,"EMMET ST N","1418",""
1466,"400004F00","Restaurant",1972,2393,12,1,"EMMET ST N","1300",""
1467,"40A001000","Service Repair Garage",1989,5389,14,1,"EMMET ST N","1906-08",""
1468,"40A001100","Retail Store",1992,2250,10,1,"HYDRAULIC RD","1804",""
1469,"40A002000","Supermarket",1980,54403,20,1,"EMMET ST N","1904",""
1470,"40A002000","Supermarket",1980,54403,20,1,"EMMET ST N","1904",""
1471,"40A003000","Office Building",0,NA,NA,NA,"HYDRAULIC RD","1719",""
1472,"40A004000","Office Building",1962,7800,12,1.5,"EMMET ST N","1706",""
1473,"40A004000","Office Building",1962,1100,12,1,"EMMET ST N","1706",""
1474,"40A005000","Service Repair Garage",1985,3098,12,1,"EMMET ST N","1700",""
1475,"40A006000","Restaurant",1964,6365,12,1,"HOLIDAY DR","2018",""
1476,"40A007000","Retail Store",1962,3960,12,1,"HOLIDAY DR","2016",""
1477,"40A010000","Motel",1971,15224,10,2,"HOLIDAY DR","2014",""
1478,"40A010000","Motel",1971,920,10,1,"HOLIDAY DR","2014",""
1479,"40A012000","Restaurant",1970,3195,12,1,"HOLIDAY DR","2006",""
1480,"40A013000","Office Building",1964,23581,12,2,"HOLIDAY DR","2000",""
1481,"40A013000","Office Building",1964,4503,12,1,"HOLIDAY DR","2000",""
1482,"40A015000","Hotel Limited Service",2018,NA,NA,NA,"EMMET ST N","1600",""
1483,"40A015100","Hotel",0,NA,NA,NA,"EMMET ST N","1610",""
1484,"40A015200","Motel",0,NA,NA,NA,"HOLIDAY DR","2011",""
1485,"40B001000","Neighborhood Shopping Ctr.",0,45780,12,1,"EMMET ST N","1615",""
1486,"40B002000","Service Repair Garage",1969,2030,12,1,"BARRACKS RD","2161",""
1487,"40B003100","Bank",0,2016,12,1,"BARRACKS RD","2151",""
1488,"40B003200","Convenience Market",1973,2400,12,1,"BARRACKS RD","2155",""
1489,"40B003300","Office Building",1986,2330,12,1,"BARRACKS RD","2159",""
1490,"40B003400","Office Building",1976,2982,12,1,"CEDARS CT","1227-31",""
1491,"40B003400","Office Building",1976,2168,12,2,"CEDARS CT","1227-31",""
1492,"40B003500","Office Building",1920,2580,12,2,"CEDARS CT","1233",""
1493,"40B003500","Office Building",1920,881,12,1,"CEDARS CT","1233",""
1494,"40B003500","Office Building",1920,1440,12,2,"CEDARS CT","1233",""
1495,"40B003600","Commercial",1977,1251,12,1.5,"CEDARS CT","1245",""
1496,"40B004000","Group Care Home",1967,14240,12,1,"CEDARS CT","1242",""
1497,"40B004000","Group Care Home",1967,32866,12,2,"CEDARS CT","1242",""
1498,"40B004000","Group Care Home",1967,14240,12,1,"CEDARS CT","1242",""
1499,"40B004000","Group Care Home",1967,32866,12,2,"CEDARS CT","1242",""
1500,"40B004100","Office Building",1983,35388,12,1,"CEDARS CT","1228-30",""
1501,"40B004400","Bank",1972,2092,12,1,"BARRACKS RD","2149",""
1502,"40B005000","Multiple Commercial Use",1981,4766,12,1,"EARHART ST","407-409",""
1503,"40B005000","Multiple Commercial Use",1981,5000,12,1,"EARHART ST","407-409",""
1504,"40B005000","Multiple Commercial Use",1981,4620,12,1,"EARHART ST","407-409",""
1505,"40C001000","Retail Store",2003,27300,12,1,"EMMET ST N","1615A",""
1506,"40C002000","Bank",1979,3516,12,1.5,"EMMET ST N","1617",""
1507,"40C005000","Neighborhood Shopping Ctr.",1962,4576,12,1,"ANGUS RD","2100-02",""
1508,"40C005000","Neighborhood Shopping Ctr.",1962,4576,12,1,"ANGUS RD","2100-02",""
1509,"40C005100","Fast Food Restaurant",1976,3889,12,1,"EMMET ST N","1705",""
1510,"40C006000","Office Building",1973,3640,12,2,"EMMET ST N","1709",""
1511,"40C006000","Office Building",1973,1618,12,1,"EMMET ST N","1709",""
1512,"40C009000","Office Building",1984,6930,12,2,"EMMET ST N","1807",""
1513,"40C009100","Motel",1988,27552,12,4,"EMMET ST N","1803",""
1514,"40C009200","Restaurant",1997,2443,16,1,"EMMET ST N","1805",""
1515,"40C010000","Restaurant",1962,3096,12,1,"EMMET ST N","1815-1817",""
1516,"40C010000","Restaurant",1962,3096,12,1,"EMMET ST N","1815-1817",""
1517,"40C011000","Office Building",1965,4844,12,1,"EMMET ST N","1819",""
1518,"40C012000","Hotel",1972,87630,12,6,"EMMET ST N","1901",""
1519,"40C012000","Hotel",1972,16339,12,1,"EMMET ST N","1901",""
1520,"40C012100","Mini-Mart Convenience Store",2001,3623,18,1,"EMMET ST N","1907",""
1521,"40C013000","Multiple Commercial Use",1968,2520,12,1,"HYDRAULIC RD","2115",""
1522,"40C015000","Apartments 1-10 units",1963,3630,8,2,"SWANSON DR","1921",""
1523,"40C036000","Apartments 1-10 units",1961,3297,8,1,"SHELBY DR","2306",""
1524,"40C046000","Mini-warehouse",2017,NA,NA,NA,"HYDRAULIC RD","2307",""
1525,"40C047000","Office Building",1963,1664,12,1,"HYDRAULIC RD","2215",""
1526,"40C062000","Apartments 11-20 Units",1965,9002,8,2,"SWANSON DR","1920",""
1527,"40C063000","Apartments 11-20 Units",1965,9002,12,2,"SWANSON DR","1924",""
1528,"40C064000","Office Building",0,60000,14,1,"HYDRAULIC RD","2211",""
1529,"40C076000","Apartments over 20 units",1963,10354,8,2,"NORTH BERKSHIRE RD","2206",""
1530,"40C077000","Apartments 11-20 Units",1962,16578,12,3,"NORTH BERKSHIRE RD","2204",""
1531,"40C078100","Medical Office",1972,1849,12,2,"NORTH BERKSHIRE RD","2202","101"
1532,"40C078200","Medical Office",1972,1000,12,2,"NORTH BERKSHIRE RD","2202","102"
1533,"40C078300","Medical Office",1972,1563,12,2,"NORTH BERKSHIRE RD","2202","103"
1534,"40C078400","Medical Office",1972,2034,12,2,"NORTH BERKSHIRE RD","2202","201"
1535,"40C078500","Medical Office",1972,1004,12,2,"NORTH BERKSHIRE RD","2202","202"
1536,"40C078600","Medical Office",1972,1573,12,2,"NORTH BERKSHIRE RD","2202","203"
1537,"40C078700","Medical Office",1972,856,12,2,"NORTH BERKSHIRE RD","2202","204"
1538,"40C079000","Office Building",1961,1625,12,1,"ANGUS RD","2120",""
1539,"40C080000","Apartments over 20 units",1959,13004,12,2,"ANGUS RD","2116-18",""
1540,"40C080000","Apartments over 20 units",1959,2240,10,1,"ANGUS RD","2116-18",""
1541,"40C081000","Multiple Commercial Use",1983,28073,12,2,"ANGUS RD","2114",""
1542,"40C083000","Church",1963,13576,20,1,"ANGUS RD","2200",""
1543,"40C123000","Apartments over 20 units",1962,10764,10,2,"ANGUS RD","2201",""
1544,"40C125000","Apartments 11-20 Units",1963,7560,8,2,"ANGUS RD","2121",""
1545,"41B001000","Retail Store",0,1781,12,1,"SEMINOLE TR","901",""
1546,"41B002000","Retail Store",1964,123336,14,1,"HYDRAULIC RD","1801",""
1547,"41B002A00","Supermarket",2011,39798,14,1,"HYDRAULIC RD","1797",""
1548,"41B004000","Office Building",2000,10355,10,1,"MICHIE DR","2000",""
1549,"41B004100","Apartments over 20 units",1980,23860,8,2,"MICHIE DR","2021-25",""
1550,"41B004200","Comm. Shopping Ctr.",1998,7710,12,1,"HYDRAULIC RD","1718",""
1551,"41B005000","Apartments over 20 units",1975,NA,NA,NA,"MICHIE DR","2111",""
1552,"41B007000","Retail Store",1983,11000,16,1,"SEMINOLE TR","975-981",""
1553,"41B007100","Commercial",1983,4127,14,1,"SEMINOLE TR","995",""
1554,"41B007200","Medical Office",1984,5760,12,1,"SEMINOLE TR","1149",""
1555,"41B007300","Neighborhood Shopping Ctr.",1989,28000,24,2,"HILLSDALE DR","364-380",""
1556,"41B007300","Neighborhood Shopping Ctr.",1989,12000,24,1,"HILLSDALE DR","364-380",""
1557,"41B007400","Neighborhood Shopping Ctr.",1987,14535,12,1,"HILLSDALE DR","384-398",""
1558,"41B007400","Neighborhood Shopping Ctr.",1987,2940,12,1,"HILLSDALE DR","384-398",""
1559,"41B007400","Neighborhood Shopping Ctr.",1987,14535,12,1,"HILLSDALE DR","384-398",""
1560,"41B007400","Neighborhood Shopping Ctr.",1987,2940,12,1,"HILLSDALE DR","384-398",""
1561,"41B007500","Bank",1987,3482,12,1,"SEMINOLE CT","120",""
1562,"41B008000","Neighborhood Shopping Ctr.",1989,15674,10,1,"ZAN RD","176-198",""
1563,"41B008200","Hotel",1986,49035,10,5,"INDIA RD","2035",""
1564,"41B008300","Restaurant",1994,5693,15,1,"ZAN RD","100",""
1565,"41B012000","Hotel",2013,110000,12,4,"INDIA RD","2036",""
1566,"41B014000","Office Building",1994,23070,12,3,"HILLSDALE DR","321",""
1567,"41B015000","Supermarket",1986,52700,24,1,"HILLSDALE DR","357",""
1568,"41B015200","Retail Store",1987,5204,12,1,"HILLSDALE DR","341-347",""
1569,"41B015300","Retail Store",1987,7069,12,1,"HILLSDALE DR","331-339",""
1570,"41B015400","Retail Store",1987,7910,12,1,"HILLSDALE DR","331-347",""
1571,"41B015500","Retail Store",1987,5540,12,1,"HILLSDALE DR","301-307",""
1572,"41B015600","Retail Store",1987,9754,12,1,"HILLSDALE DR","309-315",""
1573,"41C001000","Restaurant",1995,11915,12,1,"SEMINOLE TR","1175-85",""
1574,"41C002000","Post Office (Main)",1972,82892,12,1,"SEMINOLE TR","1155",""
1575,"41C002000","Post Office (Main)",1972,20732,12,1,"SEMINOLE TR","1155",""
1576,"41C003000","Industrial Light Manufacturing",1983,138559,24,1,"HILLSDALE DR","473",""
1577,"41C003000","Industrial Light Manufacturing",1983,4920,12,1,"HILLSDALE DR","473",""
1578,"41C003000","Industrial Light Manufacturing",1983,138559,24,1,"HILLSDALE DR","473",""
1579,"41C003000","Industrial Light Manufacturing",1983,4920,12,1,"HILLSDALE DR","473",""
1580,"41C003100","Neighborhood Shopping Ctr.",1986,107520,12,1,"HILLSDALE DR","361-399",""
1581,"41C003100","Neighborhood Shopping Ctr.",1986,60758,12,1,"HILLSDALE DR","361-399",""
1582,"41C0031A0","Service Repair Garage",0,6318,14,1,"SEMINOLE CT","200",""
1583,"41C003200","Restaurant",1984,6472,12,1,"SEMINOLE TR","1101",""
1584,"41C003300","Restaurant",1989,7188,12,1,"SEMINOLE CT","101",""
1585,"420001000","Elementary Sch (Entire)",1965,52528,12,1,"DAIRY RD","1564",""
1586,"420001000","Elementary Sch (Entire)",1965,22378,12,1,"DAIRY RD","1564",""
1587,"420001000","Elementary Sch (Entire)",1965,12366,12,1,"DAIRY RD","1564",""
1588,"420001000","Elementary Sch (Entire)",1965,8830,20,2,"DAIRY RD","1564",""
1589,"43A001000","High School (Entire)",1975,89678,12,1,"MELBOURNE RD","1400",""
1590,"43A001000","High School (Entire)",1975,160062,12,2,"MELBOURNE RD","1400",""
1591,"43C071000","Classroom  (Elem/2nd Sch)",1962,43821,12,1,"GREENBRIER DR","2228",""
1592,"440028401","Classroom  (Elem/2nd Sch)",1959,7253,10,1,"WESTWOOD RD","1414-16",""
1593,"440030000","Office Building",1949,6534,12,1,"ROSE HILL DR","1140",""
1594,"440030200","Medical Office",1962,25213,12,2,"ROSE HILL DR","1138",""
1595,"440030200","Medical Office",1962,3461,12,1,"ROSE HILL DR","1138",""
1596,"440031000","Storage Warehouse",1965,11376,12,1,"ROSE HILL DR","1150",""
1597,"440031000","Storage Warehouse",1965,2077,12,1,"ROSE HILL DR","1150",""
1598,"440032000","Storage Warehouse",1954,8600,12,1,"ROSE HILL DR","1106",""
1599,"440032100","Industrial Light Manufacturing",1957,4360,14,1,"ROSE HILL DR","1134",""
1600,"440032200","Office Building",1972,3360,12,1,"ROSE HILL DR","1128",""
1601,"440032300","Office Building",1985,6400,12,2,"ROSE HILL DR","1110",""
1602,"440032400","Storage Warehouse",1978,928,10,1,"ROSE HILL DR","1112",""
1603,"450001000","Fire Station (staff)",1950,NA,NA,NA,"250 BYPASS","345",""
1604,"450001000","Fire Station (staff)",1950,NA,NA,NA,"250 BYPASS","345",""
1605,"450007000","Elementary Sch (Entire)",1936,20332,12,2,"BIRDWOOD RD","1000",""
1606,"450007000","Elementary Sch (Entire)",1936,14523,12,1,"BIRDWOOD RD","1000",""
1607,"450007000","Elementary Sch (Entire)",1936,6930,12,1,"BIRDWOOD RD","1000",""
1608,"470001200","Apartments 11-20 Units",1963,13200,12,2,"PARK ST","1223-27",""
1609,"470002120","Church",1963,3532,12,1,"PARK ST","1200",""
1610,"47000212L","Day Care Center",1960,1842,14,1,"PARK ST","1200",""
1611,"470007100","Day Care Center",1959,13564,12,1,"PARK ST","1025",""
1612,"470007100","Day Care Center",1959,9920,20,1,"PARK ST","1025",""
1613,"470017000","Fire Station (staff)",0,NA,NA,NA,"MCINTIRE RD","828",""
1614,"470017000","Fire Station (staff)",0,NA,NA,NA,"MCINTIRE RD","828",""
1615,"470017000","Fire Station (staff)",0,NA,NA,NA,"MCINTIRE RD","828",""
1616,"48B001000","City Club",1972,3001,12,1,"PEN PARK RD","1300-1400",""
1617,"48B001000","City Club",1972,3001,12,1,"PEN PARK RD","1300-1400",""
1618,"48B001000","City Club",1972,3001,12,1,"PEN PARK RD","1300-1400",""
1619,"48B001000","City Club",1972,3001,12,1,"PEN PARK RD","1300-1400",""
1620,"48B001000","City Club",1972,3001,12,1,"PEN PARK RD","1300-1400",""
1621,"48B001000","City Club",1972,3001,12,1,"PEN PARK RD","1300-1400",""
1622,"48B001000","City Club",1972,3001,12,1,"PEN PARK RD","1300-1400",""
1623,"48B001000","City Club",1972,3001,12,1,"PEN PARK RD","1300-1400",""
1624,"490065000","Church",1965,6449,12,1,"ST CLAIR AVE","908",""
1625,"490071000","Bank",1961,2649,12,1,"LONG ST","1205",""
1626,"490079000","Office Building",1950,1392,12,1,"LANDONIA CIR","909",""
1627,"490085000","Neighborhood Shopping Ctr.",1996,6625,20,1,"LONG ST","1305",""
1628,"490094100","Retail Store",1983,2424,12,1,"LONG ST","1315",""
1629,"490095000","Retail Store",1977,29505,14,1,"RIVER RD","921",""
1630,"490095300","Retail Store",1959,10368,12,1,"LONG ST","1321",""
1631,"490096000","Retail Store",2000,10125,12,1,"LONG ST","1341",""
1632,"490098000","Office Building",1952,1772,12,1,"RIVER RD","901",""
1633,"490105000","Storage Warehouse",1954,8594,12,1,"BELLEVIEW AVE","1309",""
1634,"490106000","Industrial Engineering",1955,20816,12,2,"RIVER RD","1001",""
1635,"490106000","Industrial Engineering",1955,3136,12,1,"RIVER RD","1001",""
1636,"490107000","Service Repair Garage",0,NA,NA,NA,"RIVER RD","1009",""
1637,"490108000","Office Building",1948,810,12,1,"RIVER RD","1125-27",""
1638,"490108000","Office Building",1948,1110,12,1,"RIVER RD","1125-27",""
1639,"490109000","Storage Warehouse",1953,22000,12,1,"RIVER RD","1135",""
1640,"490110000","Retail Store",1954,2400,12,1,"RIVER RD","1139",""
1641,"490110000","Retail Store",1954,2400,12,1,"RIVER RD","1139",""
1642,"490111000","Retail Store",1976,1250,12,1,"RIVER RD","1141",""
1643,"490111000","Retail Store",1976,3750,12,1,"RIVER RD","1141",""
1644,"490111000","Retail Store",1976,2112,12,1,"RIVER RD","1141",""
1645,"490113000","Office Building",1989,67808,12,2,"RIVER RD","1145-47",""
1646,"490113000","Office Building",1989,67808,12,2,"RIVER RD","1145-47",""
1647,"490114000","Service Repair Garage",1972,3786,12,1,"RIVER RD","1230",""
1648,"490114000","Service Repair Garage",1972,4438,12,1,"RIVER RD","1230",""
1649,"490115000","Office Building",1964,3500,12,1,"RIVER RD","1234",""
1650,"490115000","Office Building",1964,14200,12,1,"RIVER RD","1234",""
1651,"490124000","Apartments over 20 units",0,39168,8,3,"SMITH ST","1220",""
1652,"490230000","Equipment Shed",1972,2340,12,1,"RIVER RD","1360",""
1653,"490231000","Commercial",1982,1464,12,1.5,"RIVER RD","1356",""
1654,"490232000","Fraternal Building",1950,6429,12,1,"RIVER RD","1170",""
1655,"490233000","Service Repair Garage",1920,641,12,1,"RIVER RD","1176",""
1656,"490233000","Service Repair Garage",1920,1644,14,1,"RIVER RD","1176",""
1657,"490233000","Service Repair Garage",1920,399,14,1,"RIVER RD","1176",""
1658,"490234000","Storage Warehouse",1959,2203,12,1,"RIVER RD","0",""
1659,"490236000","Office Building",1958,2912,10,1,"RIVER RD","1142-50",""
1660,"490236000","Office Building",1958,3588,12,1,"RIVER RD","1142-50",""
1661,"490236000","Office Building",1958,2912,10,1,"RIVER RD","1142-50",""
1662,"490236000","Office Building",1958,3588,12,1,"RIVER RD","1142-50",""
1663,"490237000","Office Building",1953,1500,12,1,"RIVER RD","1140",""
1664,"490237000","Office Building",1953,4725,12,1,"RIVER RD","1140",""
1665,"490238000","Service Repair Garage",1963,1176,12,1,"RIVER RD","1102",""
1666,"490241000","Office Building",1977,7040,16,2,"RIVER RD","1028",""
1667,"490241000","Office Building",1977,7040,16,2,"RIVER RD","1028",""
1668,"490243000","Multiple Commercial Use",1955,958,12,1,"RIVER RD","900",""
1669,"490244000","Retail Store",1996,6990,12,1,"RIVER RD","910",""
1670,"500001000","Elementary Sch (Entire)",1958,7728,12,2,"LONG ST","1300",""
1671,"500001000","Elementary Sch (Entire)",1958,26797,12,1,"LONG ST","1300",""
1672,"500013000","Service Repair Garage",1957,8656,12,1,"E HIGH ST","1538",""
1673,"500017000","Restaurant",1950,2401,12,1,"E HIGH ST","1522",""
1674,"500019000","Fast Food Restaurant",1973,1560,12,1,"E HIGH ST","1551",""
1675,"500023000","Group Care Home",1956,153,12,1,"RIVERDALE DR","1329",""
1676,"500023000","Group Care Home",1956,343,12,2,"RIVERDALE DR","1329",""
1677,"500023000","Group Care Home",1956,8400,12,1,"RIVERDALE DR","1329",""
1678,"500023000","Group Care Home",1956,169,12,2,"RIVERDALE DR","1329",""
1679,"500032500","Service Repair Garage",1959,1308,12,1,"E HIGH ST","1521",""
1680,"500035000","Office Building",1910,1209,10,1.5,"E HIGH ST","1517",""
1681,"500035000","Office Building",1910,108,10,1,"E HIGH ST","1517",""
1682,"500036000","Retail Store",1920,2319,12,1,"E HIGH ST","1518",""
1683,"500038000","Service Repair Garage",1969,6048,14,1,"E HIGH ST","1500-12",""
1684,"500046000","Restaurant",1954,1511,12,1,"E HIGH ST","1404",""
1685,"500047000","Retail Store",1953,6338,12,1,"E HIGH ST","1428",""
1686,"500047000","Retail Store",1953,600,12,1,"E HIGH ST","1428",""
1687,"500048000","Restaurant",1950,540,10,1,"HAZEL ST","1429",""
1688,"500048000","Restaurant",1950,330,8,1,"HAZEL ST","1429",""
1689,"500049000","Mixed Retail w/Res Units",1961,4764,8,2,"E HIGH ST","1509-11",""
1690,"500050000","Retail Store",1973,1680,12,1,"E HIGH ST","1513",""
1691,"500050000","Retail Store",1973,3264,12,1,"E HIGH ST","1513",""
1692,"500053000","Retail Store",1940,NA,NA,NA,"HAZEL ST","1427",""
1693,"500081000","Office Building",1948,1224,12,1.5,"E HIGH ST","1431",""
1694,"500082000","Office Building",1948,1208,12,1.5,"E HIGH ST","1429",""
1695,"500082000","Office Building",1948,138,12,1,"E HIGH ST","1429",""
1696,"500086000","Retail Store",1972,4800,10,2,"E HIGH ST","1331-33",""
1697,"500087100","Retail Store",1966,5040,12,2,"E HIGH ST","1329",""
1698,"500087100","Retail Store",1966,600,12,1,"E HIGH ST","1329",""
1699,"500087100","Retail Store",1966,3168,12,1,"E HIGH ST","1329",""
1700,"500091000","Apartments 1-10 units",1875,2870,8,2,"GILLESPIE AVE","606",""
1701,"500091000","Apartments 1-10 units",1875,108,8,1,"GILLESPIE AVE","606",""
1702,"500091100","Convenience Market",1964,440,12,1,"E HIGH ST","1301",""
1703,"500092000","Retail Store",1961,3150,12,1,"E HIGH ST","1327",""
1704,"500092100","Retail Store",1957,1588,12,1,"E HIGH ST","1325",""
1705,"500092100","Retail Store",1957,1352,12,1,"E HIGH ST","1325",""
1706,"500093000","Retail Store",1924,2138,12,1,"E HIGH ST","1328",""
1707,"500093100","Service Repair Garage",1960,1507,12,1,"STEWART ST","515",""
1708,"500094000","Restaurant",1975,2400,12,1,"STEWART ST","508",""
1709,"500094000","Restaurant",1975,950,12,1,"STEWART ST","508",""
1710,"500096000","Office Building",1925,790,12,2,"STEWART ST","510",""
1711,"500096000","Office Building",1925,460,12,1,"STEWART ST","510",""
1712,"500097000","Office Building",1910,864,12,2,"STEWART ST","512",""
1713,"500097000","Office Building",1910,700,12,1,"STEWART ST","512",""
1714,"500098000","Office Building",1951,1872,12,2,"MEADE AVE","525",""
1715,"500098000","Office Building",1951,201,12,1,"MEADE AVE","525",""
1716,"500099000","Service Repair Garage",1967,3000,12,1,"E HIGH ST","1414",""
1717,"500101000","Restaurant",1962,2808,12,1,"E HIGH ST","1412",""
1718,"500102000","Retail Store",1939,975,12,1,"E HIGH ST","1214",""
1719,"500103000","Retail Store",1955,884,12,1,"MEADE AVE","550",""
1720,"500103000","Retail Store",1955,3181,12,1,"MEADE AVE","550",""
1721,"500105000","Office Building",1929,1196,12,1.5,"MEADE AVE","540",""
1722,"510176100","Medical Office",1984,1267,12,1,"E HIGH ST","1139","101"
1723,"510176200","Medical Office",1984,1596,12,1,"E HIGH ST","1139","102"
1724,"510176300","Medical Office",1984,801,12,1,"E HIGH ST","1139","103"
1725,"510176400","Medical Office",1984,772,12,1,"E HIGH ST","1139","104"
1726,"510176500","Medical Office",1984,1295,12,1,"E HIGH ST","1139","105"
1727,"510176600","Medical Office",1984,1847,12,1,"E HIGH ST","1139","201"
1728,"510176700","Medical Office",1984,792,12,1,"E HIGH ST","1139","202"
1729,"510176800","Medical Office",1984,1969,12,1,"E HIGH ST","1139","203"
1730,"510176900","Medical Office",1984,1853,12,1,"E HIGH ST","1139","204"
1731,"520053000","Church",1979,45100,12,2,"PARK ST","735",""
1732,"520053000","Church",1979,18480,12,2,"PARK ST","735",""
1733,"520053000","Church",1979,28464,10,2,"PARK ST","735",""
1734,"530004000","Apartments 11-20 Units",1916,10909,10,2,"PARK ST","601",""
1735,"530004000","Apartments 11-20 Units",1916,NA,8,2,"PARK ST","601",""
1736,"530009000","Group Care Home",1985,1320,10,1.5,"PARK ST","517",""
1737,"530009000","Group Care Home",1985,576,10,2,"PARK ST","517",""
1738,"530009000","Group Care Home",1985,3113,10,2.5,"PARK ST","517",""
1739,"530010000","Office Building",1925,3304,10,2.25,"PARK ST","515",""
1740,"530010000","Office Building",1925,153,10,1,"PARK ST","515",""
1741,"530011000","Group Care Home",1925,2292,10,2,"PARK ST","509",""
1742,"530011000","Group Care Home",1925,1874,10,1,"PARK ST","509",""
1743,"530012000","Group Care Home",1925,9183,10,2.5,"PARK ST","501",""
1744,"530021000","Office Building",1900,3056,10,2,"PARK ST","435",""
1745,"530021000","Office Building",1900,25,10,1,"PARK ST","435",""
1746,"530022000","Office Building",1925,2512,12,2.5,"PARK ST","433",""
1747,"530023000","Office Building",NA,721,10,1,"PARK ST","427",""
1748,"530023000","Office Building",NA,1608,10,2,"PARK ST","427",""
1749,"530024000","Office Building",1909,2974,12,2,"PARK ST","421",""
1750,"530025000","Office Building",1903,4522,10,2,"4TH ST NE","418",""
1751,"530025000","Office Building",1903,437,10,1,"4TH ST NE","418",""
1752,"530026000","Dormitory",1930,4930,10,2,"4TH ST NE","414",""
1753,"530026000","Dormitory",1930,1034,10,1,"4TH ST NE","414",""
1754,"530030000","Office Building",1924,2706,10,2,"E HIGH ST","401",""
1755,"530030000","Office Building",1924,237,10,1,"E HIGH ST","401",""
1756,"530031000","Office Building",1974,2766,8,2,"E HIGH ST","407",""
1757,"530032000","Office Building",1903,17718,10,1,"E HIGH ST","411",""
1758,"530032000","Office Building",1903,30504,12,3,"E HIGH ST","411",""
1759,"530032000","Office Building",1903,7140,12,1,"E HIGH ST","411",""
1760,"530033000","Office Building",0,NA,NA,NA,"E HIGH ST","409",""
1761,"530033000","Office Building",0,NA,NA,NA,"E HIGH ST","409",""
1762,"530033000","Office Building",0,NA,NA,NA,"E HIGH ST","409",""
1763,"530033000","Office Building",0,NA,NA,NA,"E HIGH ST","409",""
1764,"530033000","Office Building",0,NA,NA,NA,"E HIGH ST","409",""
1765,"530033000","Office Building",0,NA,NA,NA,"E HIGH ST","409",""
1766,"530033000","Office Building",0,NA,NA,NA,"E HIGH ST","409",""
1767,"530033000","Office Building",0,NA,NA,NA,"E HIGH ST","409",""
1768,"530034000","Office Building",1881,5680,10,2.5,"PARK ST","417-19",""
1769,"530034000","Office Building",1881,831,10,1,"PARK ST","417-19",""
1770,"530035000","Office Building",1820,2994,12,2,"PARK ST","415",""
