,parcel_area-objectid,parcel_area-assessment,parcel_area-geoparcelidentificationnumber,parcel_area-legaldescription,parcel_area-lotsquarefeet,parcelnumber,parcel_area-zoning,real_estate_commercial-recordid_int,usecode,yearbuilt,real_estate_commercial-grossarea,real_estate_commercial-storyheight,real_estate_commercial-numberofstories
1005,1893,645800,2158,PT LOTS 3 & 4 BK 7 RUGBY,16509.24,020051000,R-1U,,,,,,
1006,1896,802800,2162,LOT A BK 1 RUGBY,21823.56,020064000,R-1U,,,,,,
1007,1897,490000,2163,LOT 5 RUGBY WOODS,12240.36,030012000,R-1,,,,,,
1008,1901,387400,2168,LOT 1 RUGBY WOODS,7274.52,030008000,R-1,,,,,,
1009,1902,361400,2169,LOT 6 RUGBY WOODS,12283.92,030013000,R-1,,,,,,
1010,1903,688400,2170,LOT 2 BK 8 RUGBY,14026.32,020047000,R-1U,,,,,,
1011,1908,566400,2175,LOT A-1 RUGBY WOODS,12066.12,030014000,R-1,,,,,,
1012,1909,1067700,2177,LOT 6 BK B RUGBY,9931.68,020054500,R-1U,,,,,,
1013,1913,527100,2182,LOT B-1 RUGBY WOODS,11935.44,030015000,R-1,,,,,,
1014,1915,706200,2184,LOT 11 BK A RUGBY,13982.76,020055101,R-1U,,,,,,
1015,1921,854400,2191,LOT 9 & PT 10 RUGBY WOODS,17380.44,030016000,R-1,,,,,,
1016,1929,954800,2199,LOT 20 BK 1 RUGBY,19297.08,020063000,R-1U,,,,,,
1017,1931,334300,2201,PT LOT 10 RUGBY WOODS,10367.28,030018000,R-1,,,,,,
1018,1932,968000,2202,LOT A RUGBY,16335.0,020050000,R-1U,,,,,,
1019,1936,204000,2207,LOT 10 BK A RUGBY,10018.8,020055900,R-1U,,,,,,
1020,1937,717400,2209,LOT 1 BK 8 RUGBY,13808.52,020048000,R-1U,,,,,,
1021,1939,669000,2211,LOT B MALLISON PROP,17206.2,030052000,R-1,,,,,,
1022,1946,518900,2219,LOT 5 BK B RUGBY,11107.8,020054400,R-1UH,,,,,,
1023,1949,451300,2222,PT LOT 2,23261.04,030051000,R-1,,,,,,
1024,1954,387700,2227,LOT 12 BK A RUGBY,10846.44,020055110,R-1U,,,,,,
1025,1955,435700,2228,PT LOT 2,23304.6,030050000,R-1,,,,,,
1026,1958,988600,2231,LOT 9 BK A RUGBY,12283.92,020055800,R-1U,,,,,,
1027,1960,521900,2233,LOT 3,19079.28,030049000,R-1,,,,,,
1028,1963,430300,2236,LOT 4,16727.04,030048000,R-1,,,,,,
1029,1967,777400,2241,LOT 19 BK 1 RUGBY,16509.24,020062000,R-1U,,,,,,
1030,1968,559200,2244,LOT 5 & PARCEL X,20255.4,030047000,R-1,,,,,,
1031,1971,784400,2247,LOT B RUGBY,13852.08,020050100,R-1U,,,,,,
1032,1977,671300,2253,LOT 6 & STRIP,24742.08,030046000,R-1,,,,,,
1033,1980,754000,2257,LOT 4 BK B RUGBY,10497.96,020054300,R-1UH,,,,,,
1034,1982,882400,2259,LOT B WESTWOOD,32060.16,030045000,R-1,,,,,,
1035,1983,120200,2260,LOT 8 BK A RUGBY,14287.68,020055700,R-1U,,,,,,
1036,1985,663900,2264,LOT 1 BK A RUGBY,0.0,020055000,R-1UH,38.0,Apartments 1-10 units,1920.0,7974.0,10.0,3.0
1037,1998,445200,2281,LOT A MALLISON PROP,13416.48,030052100,R-1,,,,,,
1038,2001,801400,2284,LOT 1 BK 7 RUGBY,14287.68,020049000,R-1U,,,,,,
1039,2003,689000,2287,LOT 1 BK B WESTWOOD,16030.08,030024000,R-1,,,,,,
1040,2005,1025200,2290,LOT 18 BK 1 RUGBY,15376.68,020061000,R-1U,,,,,,
1041,2007,842800,2293,LOT 3 BK B RUGBY,10497.96,020054200,R-1U,,,,,,
1042,2012,504100,2299,LOT 2 BK B WESTWOOD,15986.52,030023000,R-1,,,,,,
1043,2016,523600,2305,LOT 3 BK B WESTWOOD,15986.52,030022000,R-1,,,,,,
1044,2021,682600,2310,LOT 7 BK A RUGBY,15681.6,020055600,R-1U,,,,,,
1045,2028,656500,2317,LOT 4 BK B WESTWOOD,15986.52,030021000,R-1,,,,,,
1046,2031,521900,2320,LOT 5 BK B WESTWOOD,15986.52,030020000,R-1,,,,,,
1047,2037,411900,2327,LOT 6 BK B WESTWOOD,13895.64,030019000,R-1,,,,,,
1048,2049,164200,2343,LOT,10715.76,030053000,R-1,,,,,,
1049,2056,878100,2352,PT LOT 17 & PAR X  BK 18 RUGBY,12327.48,020060000,R-1U,,,,,,
1050,2058,698200,2354,LOT 2 BK B RUGBY,10802.88,020054100,R-1U,,,,,,
1051,2059,622500,2355,LOT 2 BK A RUGBY,9452.52,020055100,R-1U,,,,,,
1052,2063,668800,2359,LOT 6 BK A RUGBY,12675.96,020055500,R-1U,,,,,,
1053,2068,2178300,2365,"PT LOTS 31,32 & 30' STRIP",107288.28,030144000,R-1U,,,,,,
1054,2072,432400,2373,LOT 3 BK A WESTWOOD,22781.88,030044000,R-1,,,,,,
1055,2080,163100,2382,LOT,17206.2,030054000,R-1,,,,,,
1056,2092,429900,2398,LOT 9 BK B WESTWOOD,15986.52,030025000,R-1,,,,,,
1057,2095,778300,2405,LOT 5 BK A RUGBY,13503.6,020055400,R-1U,,,,,,
1058,2101,661300,2413,LOT 10 BK B WESTWOOD,15986.52,030026000,R-1,,,,,,
1059,2104,686500,2419,LOT 3 BK A RUGBY,11238.48,020055200,R-1U,,,,,,
1060,2119,224700,2437,LOT,12371.04,030055000,R-1,,,,,,
1061,12184,807900,2441,LOT 8 BK 1 RUGBY,13198.68,020073000,R-1U,,,,,,
1062,2132,704100,2455,LOT 4 BK A WESTWOOD,24393.6,030043000,R-1,,,,,,
1063,2154,256600,2481,LOT A,8668.44,030056000,R-1,,,,,,
1064,2157,210400,2484,LOT 1,12414.6,030059000,R-1,,,,,,
1065,2160,31800,2487,KELLEY JR LOT,10149.48,030057000,R-1,,,,,,
1066,2180,2051000,2517,LOT A,53535.24,030139000,R-1U,,,,,,
1067,2209,322500,2549,LOT,8712.0,030058000,R-1,,,,,,
1068,1426,1073300,1640,LOT 4 BK 11 RUGBY,56235.96,010014000,R-1U,,,,,,
1069,12073,682400,1642,6537 SQ FT BK 9 RUGBY,6534.0,010019000,R-1U,,,,,,
1070,1436,1179200,1651,"LOTS 10,11 &TRI LOT BK 9 RUGBY",22215.6,010020000,R-1U,,,,,,
1071,1452,280600,1669,LOT 3 BK 10 RUGBY,50006.88,020001000,R-1U,,,,,,
1072,1456,678700,1674,PT LOTS 5 & 6 BK 11 RUGBY,37505.16,010012000,R-1U,,,,,,
1073,1463,1161200,1683,LOT 12 BK 9 RUGBY,14984.64,010021000,R-1U,,,,,,
1074,1468,152900,1689,PT LOT 2,25003.44,020002000,R-1U,,,,,,
1075,1477,979900,1700,PT LOTS 6 & 7 BK 11 RUGBY,44387.64,010011000,R-1U,,,,,,
1076,1481,1027900,1704,LOT 1 & PT 2 BK 10 RUGBY,103324.32,020003000,R-1U,,,,,,
1077,1484,527700,1708,PT LOT 18 BK 8 RUGBY,12066.12,010033000,R-1U,,,,,,
1078,1485,2605400,1709,LOT A-2,32626.44,010048000,ES,35.0,Office Building,1967.0,16620.0,12.0,3.0
1079,1487,1150600,1711,LOT 13 BK 9 RUGBY,15071.76,010022000,R-1U,,,,,,
1080,1501,507700,1730,LOT 17 & PT 18 BK 8 RUGBY,14157.0,010034000,R-1U,,,,,,
1081,1506,691000,1736,PT LOTS 7 & 8 BK 9 RUGBY,14244.12,010030100,R-1U,,,,,,
1082,1507,598200,1737,LOT 8 & PT 7 BK 11 RUGBY,40510.8,010010000,R-1U,,,,,,
1083,1510,904100,1740,LOT 14 BK 9 RUGBY,14984.64,010023000,R-1U,,,,,,
1084,1511,2605400,1741,LOT A-1,30230.64,010048200,ES,36.0,Office Building,1967.0,16620.0,12.0,3.0
1085,1512,556000,1742,LOT 1 RUGBY SIDE,24175.8,020004000,R-1U,,,,,,
1086,1523,618900,1754,LOT 16 BK 8 RUGBY,17511.12,010035000,R-1U,,,,,,
1087,1528,708100,1760,"LOT 15, PT 14 & STR BK 6 RUGBY",70000.92,010047000,R-1U,,,,,,
1088,1534,709400,1766,PT LOTS 6 & 7 BK 9 RUGBY,14244.12,010030000,R-1U,,,,,,
1089,1538,991700,1771,LOTS 2 & 3 RUGBY SIDE,39552.48,020005000,R-1U,,,,,,
1090,1543,781000,1779,LOT 3 BK 4 DUKE,18077.4,010049000,ES,,,,,,
1091,12370,1668300,1780,"LOTS 9,10 & PT 11 BK 11 RUGBY",76186.44,020026000,R-1U,,,,,,
1092,1549,700300,1783,LOT 15 BK 8 RUGBY,17511.12,010036000,R-1U,,,,,,
1093,12076,827100,1790,LOT 5 & PT 6 BK 9 RUGBY,18556.56,010029000,R-1U,,,,,,
1094,1557,430200,1793,LOT,9191.16,010049100,ES,,,,,,
1095,1565,582400,1801,LOT 8 RUGBY SIDE,27355.68,020006300,R-1U,,,,,,
1096,1566,875000,1802,LOT B,20255.4,010048100,ES,,,,,,
1097,1569,871100,1805,LOT 14 BK 8 RUGBY,17511.12,010037000,R-1U,,,,,,
1098,13130,950600,1806,LOT 4 RUGBY SIDE,22172.04,020007000,R-1U,,,,,,
1099,1571,887200,1809,LOT 17 & PT 16 & 18 BK 9 RUGBY,24393.6,010026000,R-1U,,,,,,
1100,13133,419500,1813,LOT 1,10890.0,020008000,R-1U,,,,,,
1101,13132,441900,1822,LOT 2,14113.44,020009000,R-1U,,,,,,
1102,1582,732800,1823,LOT 4 BK 9 RUGBY,14984.64,010028000,R-1U,,,,,,
1103,1592,1151000,1833,LOT 13 BK 8 RUGBY,17511.12,010038000,R-1U,,,,,,
1104,1596,1608200,1881,"LOTS B,C & STRIP RUGBY",45825.12,010041000,R-1U,,,,,,
1105,1597,502800,1838,LOT 7 RUGBY SIDE,17903.16,020006200,R-1U,,,,,,
1106,1605,1373000,1846,LOT 14 (4.039 ACRES),175938.84,020024000,R-1U,,,,,,
1107,12826,565000,1849,LOT 3 HOWARD,16814.16,020014000,R-1U,,,,,,
1108,1608,680700,1850,LOT 3 BK 9 RUGBY,14897.52,010027000,R-1U,,,,,,
1109,13131,722700,1852,LOT 5 RUGBY SIDE,19340.64,020006000,R-1U,,,,,,
1110,1613,907800,1856,PT LOTS 18 & 19 BK 9 RUGBY,16944.84,020027000,R-1U,,,,,,
1111,1617,450500,1860,LOT 6 RUGBY SIDE,22999.68,020006100,R-1U,,,,,,
1112,1620,1142400,1863,LOT 13 & PT 14 BK 6 RUGBY,29228.76,010046000,R-1U,,,,,,
1113,13134,439600,1864,LOT 8 HOWARD,9844.56,020010000,R-1U,,,,,,
1114,1622,685500,1866,LOT 12 BK 8 RUGBY,17511.12,010039000,R-1U,,,,,,
1115,12827,478000,1873,LOT 4,15725.16,020015000,R-1U,,,,,,
1116,1647,1372600,1894,LOT 2 & PT 1 BK 9 RUGBY,18730.8,020032000,R-1U,,,,,,
1117,1650,976700,1899,"PT LOTS 19,20 & STR BK 9 RUGBY",18730.8,020028000,R-1U,,,,,,
1118,1653,738600,1902,LOT 11 BK 8 RUGBY,17511.12,010040000,R-1U,,,,,,
1119,12825,598500,1906,LOT 7 HOWARD,0.0,020011000,R-1U,37.0,Apartments 1-10 units,1951.0,,,
1120,12820,559500,1908,LOT A,17075.52,020016000,R-1U,,,,,,
1121,1659,914900,1910,LOT C BK 13 RUGBY,63336.24,020021000,R-1U,,,,,,
1122,12828,380800,1911,LOT 5,7710.12,020013000,R-1U,,,,,,
1123,1666,652500,1918,LOT A RUGBY,16030.08,010043000,R-1U,,,,,,
1124,1672,844400,1925,LOT 1 & PT 2 BK 5 RUGBY,11979.0,010045000,R-1U,,,,,,
1125,1682,502800,1936,LOT C,8319.96,020016200,R-1U,,,,,,
1126,12824,459800,1937,LOT 6,10062.36,020012000,R-1U,,,,,,
1127,1683,1429400,1938,"LOT 1 & PT 23&24, PAR X BK 9 RUGBY",24175.8,020031000,R-1U,,,,,,
1128,1684,898600,1939,LOT 10 BK 8 RUGBY,25221.24,020033000,R-1U,,,,,,
1129,1690,1287600,1944,"LOTS 3,4 & PT 2 BK 5 RUGBY",18730.8,010044000,R-1U,,,,,,
1130,1695,943500,1951,"LOT 21&PT 20,23&24 BK 9 RUGBY",25700.4,020029000,R-1U,,,,,,
1131,1712,1052600,1968,LOT 5 & PT 4 BK 13 RUGBY,18687.24,020020000,R-1U,,,,,,
1132,1721,539000,1978,LOT B,9757.44,020016100,R-1U,,,,,,
1133,1728,691600,1985,PT LOTS 5 & 6 BK 5 RUGBY,7492.32,010042000,R-1U,,,,,,
1134,1730,857700,1987,LOT 9 BK 8 RUGBY,21649.32,020037000,R-1U,,,,,,
1135,12821,729600,1996,PT LOT 5,26353.8,020017000,R-1U,,,,,,
1136,1743,590800,2001,LOT 7 & PT 6 BK 5 RUGBY,11238.48,020034000,R-1U,,,,,,
1137,12822,1651100,2010,PARCEL A RUGBY,51836.4,020019000,R-1U,,,,,,
1138,1757,1626100,2017,LOT B BK 8 RUGBY,28270.44,020023100,R-1U,,,,,,
1139,1763,870900,2024,LOT 8 BK 8 RUGBY,24219.36,020038000,R-1U,,,,,,
1140,1765,792800,2026,LOT 8 & PT 9 BK 5 RUGBY,16204.32,020035000,R-1U,,,,,,
1141,1768,1000700,2029,LOT D BK 13 RUGBY,33584.76,020022000,R-1U,,,,,,
1142,1786,652100,2049,LOT 7 BK 8 RUGBY,13634.28,020042000,R-1U,,,,,,
1143,1792,691500,2055,LOT 5 BK 8 ROSSER,11674.08,020044000,R-1U,,,,,,
1144,1796,571800,2059,LOT RUGBY,18556.56,030001000,R-1,,,,,,
1145,1797,560500,2060,PT LOTS 9 & 10 BK 5 RUGBY,14984.64,020036000,R-1U,,,,,,
1146,1802,742800,2065,LOT 6 BK 8 RUGBY,14636.16,020043000,R-1U,,,,,,
1147,1811,479800,2074,LOT,11586.96,030003000,R-1,,,,,,
1148,1812,460400,2075,PT LOT 2,10846.44,030005000,R-1,,,,,,
1149,1813,718100,2076,LOT 6 & PT 5 BK 7 RUGBY,17467.56,020053000,R-1U,,,,,,
1150,1815,615900,2078,LOT 23 BK I RUGBY,25700.4,020066000,R-1U,,,,,,
1151,1821,658000,2085,LOT 4 BK 8 RUGBY,11238.48,020045000,R-1U,,,,,,
1152,1823,823700,2087,LOT A,27834.84,030006100,R-1,,,,,,
1153,1829,643400,2093,PT LOTS 10 & 11 BK 5 RUGBY,12763.08,020039000,R-1U,,,,,,
1154,1837,605800,2101,LOT B,20734.56,030006000,R-1,,,,,,
1155,1844,555400,2108,PT LOT RUGBY,16335.0,030002000,R-1,,,,,,
1156,1852,343900,2115,PT LOT 11 BK 5 RUGBY,9016.92,020040000,R-1U,,,,,,
1157,1853,285500,2116,LOT 2 RUGBY WOODS,7797.24,030007000,R-1,,,,,,
1158,1854,651000,2117,LOTS 22 & B BK 1 RUGBY,22389.84,020065000,R-1U,,,,,,
1159,1857,684300,2120,LOTS 2A & 3 BK 8 RUGBY,15812.28,020046000,R-1U,,,,,,
1160,1860,874900,2123,PT LOTS 4 & 5 BK 7 RUGBY,12371.04,020052000,R-1U,,,,,,
1161,1861,779200,2124,LOT,11543.4,030004000,R-1,,,,,,
1162,1864,670200,2127,LOTS 12 & 13 BK 8 RUGBY,26702.28,020041000,R-1U,,,,,,
1163,12906,933200,1238,"LOT 37A-1 & PAR U,V& S MEADOWBROOK HILLS",57237.84,410010000,R-1,,,,,,
1164,12660,1308000,1295,PARCEL Y  MEADOWBROOK HILLS,50398.92,410007000,R-1,,,,,,
1165,12900,931600,1267,LOT 37B-1 MEADOWBROOK HILLS,25090.56,410010100,R-1,,,,,,
1166,12525,457400,1465,UNIT 1 MEADOWBROOK CONDO,7884.36,010004400,URB,32.0,Condominium Commercial,1963.0,1308.0,14.0,1.0
1167,12525,544000,1465,UNIT 2 MEADOWBROOK CONDO,7884.36,010004500,URB,33.0,Condominium Commercial,1963.0,1550.0,14.0,1.0
1168,588,361000,680,UNIT 101 NORTH BERKSHIRE CONDO,1846.944,40C078100,B-1,1522.0,Medical Office,1972.0,1849.0,12.0,2.0
1169,588,312800,680,UNIT 203 NORTH BERKSHIRE CONDO,1572.516,40C078600,B-1,1527.0,Medical Office,1972.0,1573.0,12.0,2.0
1170,588,310900,680,UNIT 103 NORTH BERKSHIRE CONDO,1563.8039999999999,40C078300,B-1,1524.0,Medical Office,1972.0,1563.0,12.0,2.0
1171,588,190000,680,UNIT 202 NORTH BERKSHIRE CONDO,1001.88,40C078500,B-1,1526.0,Medical Office,1972.0,1004.0,12.0,2.0
1172,588,188700,680,UNIT 102 NORTH BERKSHIRE CONDO,997.5239999999999,40C078200,B-1,1523.0,Medical Office,1972.0,1000.0,12.0,2.0
1173,588,159000,680,UNIT 204 NORTH BERKSHIRE CONDO,858.132,40C078700,B-1,1528.0,Medical Office,1972.0,856.0,12.0,2.0
1174,588,100,680,NORTH BERKSHIRE CONDO COM AREA,24393.6,40C078000,B-1,,,,,,
1175,588,382300,680,UNIT 201 NORTH BERKSHIRE CONDO,2034.2520000000002,40C078400,B-1,1525.0,Medical Office,1972.0,2034.0,12.0,2.0
1176,12564,477700,1449,LOT 39 MEADOWBROOK HILLS,14113.44,410039000,R-1,,,,,,
1177,12638,559000,1434,LOT X  MEADOWBROOK HILLS,10628.64,410016000,R-1,,,,,,
1178,1274,7336300,1467,LOT C-3 GEORGETOWN,0.0,060001101,URB,153.0,Apartments over 20 units,1976.0,40000.0,8.0,4.0
1179,12907,527800,1242,LOT C & PAR T&Z  MEADOWBROOK H,17859.6,410009000,R-1,,,,,,
1180,12682,9362700,863,PARCEL B,63336.24,40A015000,HW,1473.0,Hotel Limited Service,2018.0,,,
1181,1310,8086400,1506,PT LOT C-4,3615480.0,060001900,R-3,164.0,Apartments over 20 units,1969.0,76212.0,12.0,3.0
1182,1424,2407600,1638,LOT C-1 GEORGETOWN,0.0,060001700,R-3,162.0,Apartments over 20 units,1971.0,14832.0,12.0,1.0
1183,1443,3937600,1659,LOTS 2 & 3 GEORGETOWN,1306800.0,060001600,R-3,161.0,Apartments over 20 units,1961.0,30360.0,12.0,2.0
1184,1504,2682700,1733,LOT 1 & PARCEL Y GEORGETOWN,522720.0,060001500,URB,160.0,Apartments 11-20 Units,1983.0,14952.0,8.0,3.0
1185,1525,3700,1756,RESERVE STRIP BK 6 RUGBY,3049.2,060003100,R-1U,,,,,,
1186,1527,1399100,1759,LOT 2B GEORGETOWN,0.0,060001400,URB,159.0,Apartments 1-10 units,1963.0,13324.0,12.0,2.0
1187,1547,2084700,1781,LOT 2A-1 GEORGETOWN,27181.44,060001300,URB,158.0,Office Building,1964.0,11016.0,10.0,2.0
1188,1562,2232400,1798,LOT 2A-2 GEORGETOWN,27878.4,060001200,URB,156.0,Office Building,1964.0,15096.0,10.0,3.0
1189,1576,5207000,1814,4.456 ACRES MASSIE PROPERTY,190313.64,060002000,ES,,,,,,
1190,1578,1621800,1816,PARCEL X GEORGETOWN,14374.8,060001100,URB,152.0,Office Building,1966.0,16983.0,12.0,3.0
1191,1586,3365000,1827,LOT 1-B,38594.16,060001B00,URB,165.0,Office Building,1966.0,16000.0,12.0,3.0
1192,1614,4065700,1857,LOT 1A,43560.0,060001000,URB,149.0,Bank,1999.0,8192.0,12.0,2.0
1193,12796,61007400,1897,LOT (128.82 ACRES),1589940.0,080001000,MLTP,218.0,Gymnasium (College),1964.0,101147.0,60.0,1.0
1194,1656,1358800,1905,"LOTS 10,11 & 12 BK 6 RUGBY",27573.48,060003000,R-1U,,,,,,
1195,1699,759900,1956,LOT 9 & PT 8 BK 6 RUGBY,15376.68,060004000,R-1U,,,,,,
1196,1701,1544300,1958,LOT 1C,26440.92,060001C00,URB,166.0,Fast Food Restaurant,1995.0,2587.0,14.0,1.0
1197,1729,960700,1986,"LOTS 6,7 & PT 8 BK 6 RUGBY",25439.04,060023000,R-1U,,,,,,
1198,1751,1305100,2011,LOTS 14 & 15 BK 4 RUGBY,14984.64,060005000,R-1U,,,,,,
1199,1772,1012300,2034,LOT 16 & PT 17 BK 4 RUGBY,11282.04,060006000,R-1U,,,,,,
1200,1799,676500,2062,LOT 18 & PT 17 BK 4 RUGBY,11238.48,060007000,R-1U,,,,,,
1201,1807,848700,2070,LOT A BK 4 RUGBY,10628.64,060022000,R-1U,,,,,,
1202,1820,851400,2084,LOT 19 & PT 20&21 BK 4 RUGBY,14461.92,060008000,R-1U,,,,,,
1203,1828,760600,2092,LOT B BK 4 RUGBY,11848.32,060021000,R-1U,,,,,,
1204,1830,961900,2094,LOTS 2-3 & PT 1 BK 6 RUGBY,23391.72,060024000,R-1U,,,,,,
1205,1849,662700,2112,LOT 4 & PT 5 BK 4 RUGBY,11238.48,060020000,R-1U,,,,,,
1206,1859,488500,2122,LOT A BK 4 RUGBY,7579.44,060009000,R-1U,,,,,,
1207,1876,925400,2139,LOT 6 & PT 5 & 7 BK 4 RUGBY,12371.04,060019000,R-1U,,,,,,
1208,1878,1433100,2141,LOT B BK 4 RUGBY,12109.68,060010000,R-1U,,,,,,
1209,1887,1059600,2152,LOT 1 & PT 1 BK 6 EDGEWOOD LA,45171.72,060042000,R-1U,,,,,,
1210,1895,897800,2161,"LOTS 17,18,PARCEL X BK3 RUGBY",14810.4,060025000,R-1U,,,,,,
1211,1918,1352900,2187,LOTS 15 & 16 BK 3 RUGBY,14984.64,060026000,R-1U,,,,,,
1212,1933,684300,2204,"LOTS 27,28 & PT 26 BK 4 RUGBY",18730.8,060012000,R-1U,,,,,,
1213,1944,948500,2216,LOTS 10 & 11 BK 4 RUGBY,14984.64,060018100,R-1U,,,,,,
1214,1948,1194200,2221,LOT 14 & PT 13 & STR BK 3 RUGB,11499.84,060027000,R-1U,,,,,,
1215,1961,894900,2234,LOT,20952.36,060043000,R-1U,,,,,,
1216,1972,707400,2248,"LOT 12,PT 11&13 BK 3 RUGBY",15115.32,060028000,R-1U,,,,,,
1217,1973,879900,2249,LOTS 12 & 13 BK 4 RUGBY,14984.64,060017000,R-1U,,,,,,
1218,1974,737900,2250,PT LOTS 29 & 30 BK 4 RUGBY,11064.24,060013000,R-1U,,,,,,
1219,1981,10770400,2258,LOTS 8-11 & STRIP,0.0,060073000,ES,168.0,Apartments over 20 units,1948.0,62192.0,10.0,2.0
1220,1993,783200,2275,LOT 31 & PT 30 BK 4 RUGBY,13155.12,060014000,R-1U,,,,,,
1221,1995,758500,2277,LOT 2 & PT 3 EDGEWOOD LANE,13416.48,060044000,R-1U,,,,,,
1222,1997,667100,2280,LOT 10 & PT 11 BK 3 RUGBY,14461.92,060029000,R-1U,,,,,,
1223,1999,626900,2282,LOTS 35 & 36 BK 4 RUGBY,14984.64,060016000,R-1U,,,,,,
1224,2026,809800,2315,LOTS 33 & 34 BK 4 RUGBY,16988.4,060015000,R-1U,,,,,,
1225,2027,891000,2316,LOTS 8 & 9 BK 3 RUGBY,16988.4,060030000,R-1U,,,,,,
1226,2044,588700,2332,LOT 22 BK 3 EDGEWOOD LANE,9801.0,060040000,R-1U,,,,,,
1227,2041,1046800,2333,LOT,11412.72,060044100,R-1U,,,,,,
1228,2055,817800,2351,LOT 7 & PT 6 BK 3 RUGBY,12763.08,060031000,R-1U,,,,,,
1229,2061,731000,2357,LOT 32 BK 4 RUGBY,11238.48,060015100,R-1U,,,,,,
1230,2066,798700,2363,"LOTS Y,D,PARCEL W BK 2 RUGBY",15942.96,050002000,R-1U,,,,,,
1231,2071,854100,2372,LOT 5 & PT 6 BK 3 RUGBY,12763.08,060032000,R-1U,,,,,,
1232,2076,742700,2378,LOT 16 WAYSIDE PLACE,12545.28,060059000,R-1U,,,,,,
1233,2090,732500,2396,"LOT C,PT 8,STRIP BK 2 RUGBY",18077.4,050003000,R-1U,,,,,,
1234,2094,777800,2404,LOT B RUGBY,13155.12,050021000,R-1U,,,,,,
1235,2097,918000,2407,LOTS 3 & 4 BK 3 RUGBY,16988.4,060033000,R-1U,,,,,,
1236,2103,847100,2416,LOT 21 EDGEWOOD LANE,9931.68,060039000,R-1U,,,,,,
1237,2111,798600,2425,LOTS 5A & 6B EDGEWOOD LANE,15638.04,060047000,R-1U,,,,,,
1238,2116,849700,2432,LOT 14 WAYSIDE PLACE,12501.72,060058000,R-1U,,,,,,
1239,2125,216800,2448,PT LOT 7 & PAR X BK 2 RUGBY,13285.8,050004000,R-1U,,,,,,
1240,2130,1417500,2453,LOT 20 BK 3 EDGEWOOD LANE,10628.64,060038000,R-1U,,,,,,
1241,2136,204000,2459,LOT A RUGBY,10280.16,050020000,R-1U,,,,,,
1242,2147,97800,2473,LOT 45 UNIVERSITY PLACE,49353.48,060072000,R-1U,,,,,,
1243,2165,971300,2495,LOT 19 BK 3 EDGEWOOD LANE,11412.72,060037000,R-1U,,,,,,
1244,2184,1024200,2522,LOT 4 & PT 5 BK 2 RUGBY,23391.72,050006000,R-1U,,,,,,
1245,2176,940400,2533,LOTS 6A & 7A EDGEWOOD LANE,16596.36,060048000,R-1U,,,,,,
1246,12672,1078000,2540,LOT 18 EDGEWOOD LANE,12109.68,060036000,R-1U,,,,,,
1247,13513,80636900,1578,PARCELS 1 & 2 GEORGETOWN,0.0,060001110,URB,154.0,Apartments over 20 units,0.0,,,
1248,13106,986300,1182,RESIDUE .913 ACRES RUGBY HILLS,39770.28,410063000,R-1,,,,,,
1249,934,4397900,1074,"LOTS A-1A,A-1B,A-2 & 4",138346.56,40B004100,URB,1491.0,Office Building,1983.0,35388.0,12.0,1.0
1250,8757,654800,10454,LOTS 1 & 2,32670.0,260001000,R-1SH,,,,,,
1251,30029,20780200,508,PARCEL A BK E SEMINOLE SQUARE,135732.96,41B012000,HW,1556.0,Hotel,2013.0,110000.0,12.0,4.0
1252,62360,960500,1786,"LOTS 22, 23 &PT 21 RUGBY HILL",19514.88,380088000,R-1,,,,,,
1253,8762,510100,10462,LOT,34978.68,250087000,R-1S,,,,,,
1254,8838,185000,10556,LOT,11979.0,260003000,R-1S,,,,,,
1255,12164,476100,10570,LOT,9888.12,250090000,R-1S,,,,,,
1256,8871,108700,10597,LOT,14984.64,260004000,R-1S,,,,,,
1257,8896,180100,10626,LOT 4,7492.32,250024000,R-1S,,,,,,
1258,8901,178400,10631,LOT & AREA Y,10236.6,260005000,R-1S,,,,,,
1259,12166,181500,10635,LOT B,6316.2,250091000,R-1S,,,,,,
1260,8921,162600,10655,LOT,12632.4,250093000,R-1S,,,,,,
1261,8927,172300,10663,LOT 1,5837.04,250098000,R-1S,,,,,,
1262,8942,221400,10679,LOTS 9 & 10,7492.32,250022000,R-1S,,,,,,
1263,8953,332700,10690,LOT,10454.4,260006000,R-1S,,,,,,
1264,8955,211600,10693,LOT 2,4225.32,250098100,R-1S,,,,,,
1265,8961,240000,10700,LOT,16335.0,250094000,R-1S,,,,,,
1266,8988,154000,10732,LOT 3,3876.84,250098200,R-1S,,,,,,
1267,8999,272100,10743,LOT 2,16596.36,260008000,R-1S,,,,,,
1268,9004,195200,10748,LOT 1,10149.48,250098400,R-1S,,,,,,
1269,9020,197600,10765,LOT,16117.2,260025000,R-1S,,,,,,
1270,9022,159600,10768,LOT 4,3659.04,250098300,R-1S,,,,,,
1271,9035,178600,10781,LOT 1,16639.92,260009000,R-1S,,,,,,
1272,9051,193300,10798,LOT,3833.28,250099000,R-1S,,,,,,
1273,9057,183900,10804,LOT & PARCEL A,8232.84,250097000,R-1S,,,,,,
1274,9065,240500,10815,PT LOT,27486.36,260024000,R-1S,,,,,,
1275,9066,597000,10816,PT LOT 2,392040.0,260010000,R-1SH,641.0,Apartments 1-10 units,1920.0,,,
1276,9071,168900,10821,LOT 5,7623.0,250100000,R-1S,,,,,,
